No.,Time,Source,Destination,Length,Protocol,TCP Delta,Sequence Number,TCP Segment Len,ACK,Calculated window size,Bytes in flight,Info,Phase
3637,5.394572,192.168.10.184,192.168.10.196,1514,iPerf3,0.000149,4731002,1460,1,262144,24820,52343  >  5201[BoundErrorUnreassembled Packet],
3638,5.394573,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4732462,1460,1,262144,26280,52343  >  5201[BoundErrorUnreassembled Packet],
3639,5.394574,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4733922,1460,1,262144,27740,52343  >  5201[BoundErrorUnreassembled Packet],
3640,5.394575,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4735382,1460,1,262144,29200,52343  >  5201[BoundErrorUnreassembled Packet],
3641,5.394575,192.168.10.184,192.168.10.196,1514,iPerf3,0,4736842,1460,1,262144,30660,52343  >  5201[BoundErrorUnreassembled Packet],
3642,5.394576,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4738302,1460,1,262144,32120,52343  >  5201[BoundErrorUnreassembled Packet],
3643,5.394577,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4739762,1460,1,262144,33580,52343  >  5201[BoundErrorUnreassembled Packet],
3644,5.394577,192.168.10.184,192.168.10.196,1514,iPerf3,0,4741222,1460,1,262144,35040,52343  >  5201[BoundErrorUnreassembled Packet],
3645,5.394578,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4742682,1460,1,262144,36500,52343  >  5201[BoundErrorUnreassembled Packet],
3646,5.394579,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4744142,1460,1,262144,37960,52343  >  5201[BoundErrorUnreassembled Packet],
3647,5.394579,192.168.10.184,192.168.10.196,1514,iPerf3,0,4745602,1460,1,262144,39420,52343  >  5201[BoundErrorUnreassembled Packet],
3648,5.39458,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4747062,1460,1,262144,40880,52343  >  5201[BoundErrorUnreassembled Packet],
3649,5.394581,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4748522,1460,1,262144,42340,52343  >  5201[BoundErrorUnreassembled Packet],
3650,5.394581,192.168.10.184,192.168.10.196,1514,iPerf3,0,4749982,1460,1,262144,43800,52343  >  5201[BoundErrorUnreassembled Packet],
3651,5.394582,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4751442,1460,1,262144,45260,52343  >  5201[BoundErrorUnreassembled Packet],
3652,5.394583,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4752902,1460,1,262144,46720,52343  >  5201[BoundErrorUnreassembled Packet],
3653,5.395151,192.168.10.196,192.168.10.184,54,TCP,0.000568,1,0,4729542,212992,,5201  >  52343 [ACK] Seq=1 Ack=4729542 Win=212992 Len=0,
3654,5.395303,192.168.10.184,192.168.10.196,1514,iPerf3,0.000152,4754362,1460,1,262144,26280,52343  >  5201[BoundErrorUnreassembled Packet],
3655,5.395303,192.168.10.184,192.168.10.196,1514,iPerf3,0,4755822,1460,1,262144,27740,52343  >  5201[BoundErrorUnreassembled Packet],
3656,5.395304,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4757282,1460,1,262144,29200,52343  >  5201[BoundErrorUnreassembled Packet],
3657,5.395305,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4758742,1460,1,262144,30660,52343  >  5201[BoundErrorUnreassembled Packet],
3658,5.395305,192.168.10.184,192.168.10.196,1514,iPerf3,0,4760202,1460,1,262144,32120,52343  >  5201[BoundErrorUnreassembled Packet],
3659,5.395306,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4761662,1460,1,262144,33580,52343  >  5201[BoundErrorUnreassembled Packet],
3660,5.395307,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4763122,1460,1,262144,35040,52343  >  5201[BoundErrorUnreassembled Packet],
3661,5.395307,192.168.10.184,192.168.10.196,1514,iPerf3,0,4764582,1460,1,262144,36500,52343  >  5201[BoundErrorUnreassembled Packet],
3662,5.395308,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4766042,1460,1,262144,37960,52343  >  5201[BoundErrorUnreassembled Packet],
3663,5.395309,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4767502,1460,1,262144,39420,52343  >  5201[BoundErrorUnreassembled Packet],
3664,5.395309,192.168.10.184,192.168.10.196,1514,iPerf3,0,4768962,1460,1,262144,40880,52343  >  5201[BoundErrorUnreassembled Packet],
3665,5.39531,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4770422,1460,1,262144,42340,52343  >  5201[BoundErrorUnreassembled Packet],
3666,5.395311,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4771882,1460,1,262144,43800,52343  >  5201[BoundErrorUnreassembled Packet],
3667,5.395311,192.168.10.184,192.168.10.196,1514,iPerf3,0,4773342,1460,1,262144,45260,52343  >  5201[BoundErrorUnreassembled Packet],
3668,5.395312,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4774802,1460,1,262144,46720,52343  >  5201[BoundErrorUnreassembled Packet],
3669,5.395312,192.168.10.184,192.168.10.196,1514,iPerf3,0,4776262,1460,1,262144,48180,52343  >  5201[BoundErrorUnreassembled Packet],
3670,5.395313,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4777722,1460,1,262144,49640,52343  >  5201[BoundErrorUnreassembled Packet],
3671,5.395853,192.168.10.196,192.168.10.184,54,TCP,0.00054,1,0,4731002,212992,,5201  >  52343 [ACK] Seq=1 Ack=4731002 Win=212992 Len=0,
3672,5.395953,192.168.10.184,192.168.10.196,1514,iPerf3,0.0001,4779182,1460,1,262144,49640,52343  >  5201[BoundErrorUnreassembled Packet],
3673,5.395954,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4780642,1460,1,262144,51100,52343  >  5201[BoundErrorUnreassembled Packet],
3674,5.517803,192.168.10.196,192.168.10.184,54,TCP,0.121849,1,0,4754362,212992,,5201  >  52343 [ACK] Seq=1 Ack=4754362 Win=212992 Len=0,
3675,5.517917,192.168.10.184,192.168.10.196,1514,iPerf3,0.000114,4782102,1460,1,262144,29200,52343  >  5201[BoundErrorUnreassembled Packet],
3676,5.517918,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4783562,1460,1,262144,30660,52343  >  5201[BoundErrorUnreassembled Packet],
3677,5.517918,192.168.10.184,192.168.10.196,1514,iPerf3,0,4785022,1460,1,262144,32120,52343  >  5201[BoundErrorUnreassembled Packet],
3678,5.517918,192.168.10.184,192.168.10.196,1514,iPerf3,0,4786482,1460,1,262144,33580,52343  >  5201[BoundErrorUnreassembled Packet],
3679,5.517918,192.168.10.184,192.168.10.196,1514,iPerf3,0,4787942,1460,1,262144,35040,52343  >  5201[BoundErrorUnreassembled Packet],
3680,5.517919,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4789402,1460,1,262144,36500,52343  >  5201[BoundErrorUnreassembled Packet],
3681,5.517919,192.168.10.184,192.168.10.196,1514,iPerf3,0,4790862,1460,1,262144,37960,52343  >  5201[BoundErrorUnreassembled Packet],
3682,5.517919,192.168.10.184,192.168.10.196,1514,iPerf3,0,4792322,1460,1,262144,39420,52343  >  5201[BoundErrorUnreassembled Packet],
3683,5.517919,192.168.10.184,192.168.10.196,1514,iPerf3,0,4793782,1460,1,262144,40880,52343  >  5201[BoundErrorUnreassembled Packet],
3684,5.51792,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4795242,1460,1,262144,42340,52343  >  5201[BoundErrorUnreassembled Packet],
3685,5.51792,192.168.10.184,192.168.10.196,1514,iPerf3,0,4796702,1460,1,262144,43800,52343  >  5201[BoundErrorUnreassembled Packet],
3686,5.51792,192.168.10.184,192.168.10.196,1514,iPerf3,0,4798162,1460,1,262144,45260,52343  >  5201[BoundErrorUnreassembled Packet],
3687,5.51792,192.168.10.184,192.168.10.196,1514,iPerf3,0,4799622,1460,1,262144,46720,52343  >  5201[BoundErrorUnreassembled Packet],
3688,5.517921,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4801082,1460,1,262144,48180,52343  >  5201[BoundErrorUnreassembled Packet],
3689,5.517921,192.168.10.184,192.168.10.196,1514,iPerf3,0,4802542,1460,1,262144,49640,52343  >  5201[BoundErrorUnreassembled Packet],
3690,5.517921,192.168.10.184,192.168.10.196,1514,iPerf3,0,4804002,1460,1,262144,51100,52343  >  5201[BoundErrorUnreassembled Packet],
3691,5.517922,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4805462,1460,1,262144,52560,52343  >  5201[BoundErrorUnreassembled Packet],
3692,5.517922,192.168.10.184,192.168.10.196,1514,iPerf3,0,4806922,1460,1,262144,54020,52343  >  5201[BoundErrorUnreassembled Packet],
3693,5.518547,192.168.10.196,192.168.10.184,54,TCP,0.000625,1,0,4777722,212992,,5201  >  52343 [ACK] Seq=1 Ack=4777722 Win=212992 Len=0,
3694,5.518634,192.168.10.184,192.168.10.196,1514,iPerf3,0.000087,4808382,1460,1,262144,32120,52343  >  5201[BoundErrorUnreassembled Packet],
3695,5.518634,192.168.10.184,192.168.10.196,1514,iPerf3,0,4809842,1460,1,262144,33580,52343  >  5201[BoundErrorUnreassembled Packet],
3696,5.518634,192.168.10.184,192.168.10.196,1514,iPerf3,0,4811302,1460,1,262144,35040,52343  >  5201[BoundErrorUnreassembled Packet],
3697,5.518634,192.168.10.184,192.168.10.196,1514,iPerf3,0,4812762,1460,1,262144,36500,52343  >  5201[BoundErrorUnreassembled Packet],
3698,5.518635,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4814222,1460,1,262144,37960,52343  >  5201[BoundErrorUnreassembled Packet],
3699,5.518635,192.168.10.184,192.168.10.196,1514,iPerf3,0,4815682,1460,1,262144,39420,52343  >  5201[BoundErrorUnreassembled Packet],
3700,5.518636,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4817142,1460,1,262144,40880,52343  >  5201[BoundErrorUnreassembled Packet],
3701,5.518636,192.168.10.184,192.168.10.196,1514,iPerf3,0,4818602,1460,1,262144,42340,52343  >  5201[BoundErrorUnreassembled Packet],
3702,5.518637,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4820062,1460,1,262144,43800,52343  >  5201[BoundErrorUnreassembled Packet],
3703,5.518637,192.168.10.184,192.168.10.196,1514,iPerf3,0,4821522,1460,1,262144,45260,52343  >  5201[BoundErrorUnreassembled Packet],
3704,5.518637,192.168.10.184,192.168.10.196,1514,iPerf3,0,4822982,1460,1,262144,46720,52343  >  5201[BoundErrorUnreassembled Packet],
3705,5.518637,192.168.10.184,192.168.10.196,1514,iPerf3,0,4824442,1460,1,262144,48180,52343  >  5201[BoundErrorUnreassembled Packet],
3706,5.518638,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4825902,1460,1,262144,49640,52343  >  5201[BoundErrorUnreassembled Packet],
3707,5.518638,192.168.10.184,192.168.10.196,1514,iPerf3,0,4827362,1460,1,262144,51100,52343  >  5201[BoundErrorUnreassembled Packet],
3708,5.518638,192.168.10.184,192.168.10.196,1514,iPerf3,0,4828822,1460,1,262144,52560,52343  >  5201[BoundErrorUnreassembled Packet],
3709,5.518638,192.168.10.184,192.168.10.196,1514,iPerf3,0,4830282,1460,1,262144,54020,52343  >  5201[BoundErrorUnreassembled Packet],
3710,5.518639,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4831742,1460,1,262144,55480,52343  >  5201[BoundErrorUnreassembled Packet],
3711,5.518639,192.168.10.184,192.168.10.196,1514,iPerf3,0,4833202,1460,1,262144,56940,52343  >  5201[BoundErrorUnreassembled Packet],
3712,5.519146,192.168.10.196,192.168.10.184,54,TCP,0.000507,1,0,4782102,212992,,5201  >  52343 [ACK] Seq=1 Ack=4782102 Win=212992 Len=0,
3713,5.519173,192.168.10.184,192.168.10.196,1514,iPerf3,0.000027,4834662,1460,1,262144,54020,52343  >  5201[BoundErrorUnreassembled Packet],
3714,5.519173,192.168.10.184,192.168.10.196,1514,iPerf3,0,4836122,1460,1,262144,55480,52343  >  5201[BoundErrorUnreassembled Packet],
3715,5.519173,192.168.10.184,192.168.10.196,1514,iPerf3,0,4837582,1460,1,262144,56940,52343  >  5201[BoundErrorUnreassembled Packet],
3716,5.519174,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4839042,1460,1,262144,58400,52343  >  5201[BoundErrorUnreassembled Packet],
3717,5.519174,192.168.10.184,192.168.10.196,1514,iPerf3,0,4840502,1460,1,262144,59860,52343  >  5201[BoundErrorUnreassembled Packet],
3718,5.640773,192.168.10.196,192.168.10.184,54,TCP,0.121599,1,0,4808382,212992,,5201  >  52343 [ACK] Seq=1 Ack=4808382 Win=212992 Len=0,
3719,5.640929,192.168.10.184,192.168.10.196,1514,iPerf3,0.000156,4841962,1460,1,262144,35040,52343  >  5201[BoundErrorUnreassembled Packet],
3720,5.64093,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4843422,1460,1,262144,36500,52343  >  5201[BoundErrorUnreassembled Packet],
3721,5.640931,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4844882,1460,1,262144,37960,52343  >  5201[BoundErrorUnreassembled Packet],
3722,5.640931,192.168.10.184,192.168.10.196,1514,iPerf3,0,4846342,1460,1,262144,39420,52343  >  5201[BoundErrorUnreassembled Packet],
3723,5.640932,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4847802,1460,1,262144,40880,52343  >  5201[BoundErrorUnreassembled Packet],
3724,5.640932,192.168.10.184,192.168.10.196,1514,iPerf3,0,4849262,1460,1,262144,42340,52343  >  5201[BoundErrorUnreassembled Packet],
3725,5.640933,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4850722,1460,1,262144,43800,52343  >  5201[BoundErrorUnreassembled Packet],
3726,5.640934,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4852182,1460,1,262144,45260,52343  >  5201[BoundErrorUnreassembled Packet],
3727,5.640934,192.168.10.184,192.168.10.196,1514,iPerf3,0,4853642,1460,1,262144,46720,52343  >  5201[BoundErrorUnreassembled Packet],
3728,5.640935,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4855102,1460,1,262144,48180,52343  >  5201[BoundErrorUnreassembled Packet],
3729,5.640936,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4856562,1460,1,262144,49640,52343  >  5201[BoundErrorUnreassembled Packet],
3730,5.640936,192.168.10.184,192.168.10.196,1514,iPerf3,0,4858022,1460,1,262144,51100,52343  >  5201[BoundErrorUnreassembled Packet],
3731,5.640937,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4859482,1460,1,262144,52560,52343  >  5201[BoundErrorUnreassembled Packet],
3732,5.640938,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4860942,1460,1,262144,54020,52343  >  5201[BoundErrorUnreassembled Packet],
3733,5.640938,192.168.10.184,192.168.10.196,1514,iPerf3,0,4862402,1460,1,262144,55480,52343  >  5201[BoundErrorUnreassembled Packet],
3734,5.640939,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4863862,1460,1,262144,56940,52343  >  5201[BoundErrorUnreassembled Packet],
3735,5.64094,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4865322,1460,1,262144,58400,52343  >  5201[BoundErrorUnreassembled Packet],
3736,5.64094,192.168.10.184,192.168.10.196,1514,iPerf3,0,4866782,1460,1,262144,59860,52343  >  5201[BoundErrorUnreassembled Packet],
3737,5.640941,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4868242,1460,1,262144,61320,52343  >  5201[BoundErrorUnreassembled Packet],
3738,5.640941,192.168.10.184,192.168.10.196,1514,iPerf3,0,4869702,1460,1,262144,62780,52343  >  5201[BoundErrorUnreassembled Packet],
3739,5.641705,192.168.10.196,192.168.10.184,54,TCP,0.000764,1,0,4834662,212992,,5201  >  52343 [ACK] Seq=1 Ack=4834662 Win=212992 Len=0,
3740,5.641811,192.168.10.184,192.168.10.196,1514,iPerf3,0.000106,4871162,1460,1,262144,37960,52343  >  5201[BoundErrorUnreassembled Packet],
3741,5.641812,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4872622,1460,1,262144,39420,52343  >  5201[BoundErrorUnreassembled Packet],
3742,5.641812,192.168.10.184,192.168.10.196,1514,iPerf3,0,4874082,1460,1,262144,40880,52343  >  5201[BoundErrorUnreassembled Packet],
3743,5.641813,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4875542,1460,1,262144,42340,52343  >  5201[BoundErrorUnreassembled Packet],
3744,5.641814,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4877002,1460,1,262144,43800,52343  >  5201[BoundErrorUnreassembled Packet],
3745,5.641814,192.168.10.184,192.168.10.196,1514,iPerf3,0,4878462,1460,1,262144,45260,52343  >  5201[BoundErrorUnreassembled Packet],
3746,5.641815,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4879922,1460,1,262144,46720,52343  >  5201[BoundErrorUnreassembled Packet],
3747,5.641815,192.168.10.184,192.168.10.196,1514,iPerf3,0,4881382,1460,1,262144,48180,52343  >  5201[BoundErrorUnreassembled Packet],
3748,5.641816,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4882842,1460,1,262144,49640,52343  >  5201[BoundErrorUnreassembled Packet],
3749,5.641817,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4884302,1460,1,262144,51100,52343  >  5201[BoundErrorUnreassembled Packet],
3750,5.641817,192.168.10.184,192.168.10.196,1514,iPerf3,0,4885762,1460,1,262144,52560,52343  >  5201[BoundErrorUnreassembled Packet],
3751,5.641818,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4887222,1460,1,262144,54020,52343  >  5201[BoundErrorUnreassembled Packet],
3752,5.641818,192.168.10.184,192.168.10.196,1514,iPerf3,0,4888682,1460,1,262144,55480,52343  >  5201[BoundErrorUnreassembled Packet],
3753,5.641819,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4890142,1460,1,262144,56940,52343  >  5201[BoundErrorUnreassembled Packet],
3754,5.64182,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4891602,1460,1,262144,58400,52343  >  5201[BoundErrorUnreassembled Packet],
3755,5.64182,192.168.10.184,192.168.10.196,1514,iPerf3,0,4893062,1460,1,262144,59860,52343  >  5201[BoundErrorUnreassembled Packet],
3756,5.641821,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4894522,1460,1,262144,61320,52343  >  5201[BoundErrorUnreassembled Packet],
3757,5.641821,192.168.10.184,192.168.10.196,1514,iPerf3,0,4895982,1460,1,262144,62780,52343  >  5201[BoundErrorUnreassembled Packet],
3758,5.641822,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4897442,1460,1,262144,64240,52343  >  5201[BoundErrorUnreassembled Packet],
3759,5.641823,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4898902,1460,1,262144,65700,52343  >  5201[BoundErrorUnreassembled Packet],
3760,5.642216,192.168.10.196,192.168.10.184,54,TCP,0.000393,1,0,4841962,212992,,5201  >  52343 [ACK] Seq=1 Ack=4841962 Win=212992 Len=0,
3761,5.642334,192.168.10.184,192.168.10.196,1514,iPerf3,0.000118,4900362,1460,1,262144,59860,52343  >  5201[BoundErrorUnreassembled Packet],
3762,5.642335,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4901822,1460,1,262144,61320,52343  >  5201[BoundErrorUnreassembled Packet],
3763,5.642336,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4903282,1460,1,262144,62780,52343  >  5201[BoundErrorUnreassembled Packet],
3764,5.642336,192.168.10.184,192.168.10.196,1514,iPerf3,0,4904742,1460,1,262144,64240,52343  >  5201[BoundErrorUnreassembled Packet],
3765,5.642337,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4906202,1460,1,262144,65700,52343  >  5201[BoundErrorUnreassembled Packet],
3766,5.642338,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4907662,1460,1,262144,67160,52343  >  5201[BoundErrorUnreassembled Packet],
3767,5.642338,192.168.10.184,192.168.10.196,1514,iPerf3,0,4909122,1460,1,262144,68620,52343  >  5201[BoundErrorUnreassembled Packet],
3768,5.764212,192.168.10.196,192.168.10.184,54,TCP,0.121874,1,0,4862402,212992,,5201  >  52343 [ACK] Seq=1 Ack=4862402 Win=212992 Len=0,
3769,5.764363,192.168.10.184,192.168.10.196,1514,iPerf3,0.000151,4910582,1460,1,262144,49640,52343  >  5201[BoundErrorUnreassembled Packet],
3770,5.764364,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4912042,1460,1,262144,51100,52343  >  5201[BoundErrorUnreassembled Packet],
3771,5.764365,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4913502,1460,1,262144,52560,52343  >  5201[BoundErrorUnreassembled Packet],
3772,5.764365,192.168.10.184,192.168.10.196,1514,iPerf3,0,4914962,1460,1,262144,54020,52343  >  5201[BoundErrorUnreassembled Packet],
3773,5.764366,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4916422,1460,1,262144,55480,52343  >  5201[BoundErrorUnreassembled Packet],
3774,5.764367,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4917882,1460,1,262144,56940,52343  >  5201[BoundErrorUnreassembled Packet],
3775,5.764367,192.168.10.184,192.168.10.196,1514,iPerf3,0,4919342,1460,1,262144,58400,52343  >  5201[BoundErrorUnreassembled Packet],
3776,5.764368,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4920802,1460,1,262144,59860,52343  >  5201[BoundErrorUnreassembled Packet],
3777,5.764369,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4922262,1460,1,262144,61320,52343  >  5201[BoundErrorUnreassembled Packet],
3778,5.76437,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4923722,1460,1,262144,62780,52343  >  5201[BoundErrorUnreassembled Packet],
3779,5.76437,192.168.10.184,192.168.10.196,1514,iPerf3,0,4925182,1460,1,262144,64240,52343  >  5201[BoundErrorUnreassembled Packet],
3780,5.764371,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4926642,1460,1,262144,65700,52343  >  5201[BoundErrorUnreassembled Packet],
3781,5.764372,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4928102,1460,1,262144,67160,52343  >  5201[BoundErrorUnreassembled Packet],
3782,5.764372,192.168.10.184,192.168.10.196,1514,iPerf3,0,4929562,1460,1,262144,68620,52343  >  5201[BoundErrorUnreassembled Packet],
3783,5.764373,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4931022,1460,1,262144,70080,52343  >  5201[BoundErrorUnreassembled Packet],
3784,5.764374,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4932482,1460,1,262144,71540,52343  >  5201[BoundErrorUnreassembled Packet],
3785,5.76512,192.168.10.196,192.168.10.184,54,TCP,0.000746,1,0,4871162,212992,,5201  >  52343 [ACK] Seq=1 Ack=4871162 Win=212992 Len=0,
3786,5.765244,192.168.10.184,192.168.10.196,1514,iPerf3,0.000124,4933942,1460,1,262144,64240,52343  >  5201[BoundErrorUnreassembled Packet],
3787,5.765245,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4935402,1460,1,262144,65700,52343  >  5201[BoundErrorUnreassembled Packet],
3788,5.765245,192.168.10.184,192.168.10.196,1514,iPerf3,0,4936862,1460,1,262144,67160,52343  >  5201[BoundErrorUnreassembled Packet],
3789,5.765246,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4938322,1460,1,262144,68620,52343  >  5201[BoundErrorUnreassembled Packet],
3790,5.765247,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4939782,1460,1,262144,70080,52343  >  5201[BoundErrorUnreassembled Packet],
3791,5.765247,192.168.10.184,192.168.10.196,1514,iPerf3,0,4941242,1460,1,262144,71540,52343  >  5201[BoundErrorUnreassembled Packet],
3792,5.765248,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4942702,1460,1,262144,73000,52343  >  5201[BoundErrorUnreassembled Packet],
3793,5.765249,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4944162,1460,1,262144,74460,52343  >  5201[BoundErrorUnreassembled Packet],
3794,5.765596,192.168.10.196,192.168.10.184,54,TCP,0.000347,1,0,4897442,212992,,5201  >  52343 [ACK] Seq=1 Ack=4897442 Win=212992 Len=0,
3795,5.765732,192.168.10.184,192.168.10.196,1514,iPerf3,0.000136,4945622,1460,1,262144,49640,52343  >  5201[BoundErrorUnreassembled Packet],
3796,5.765733,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4947082,1460,1,262144,51100,52343  >  5201[BoundErrorUnreassembled Packet],
3797,5.765734,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4948542,1460,1,262144,52560,52343  >  5201[BoundErrorUnreassembled Packet],
3798,5.765735,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4950002,1460,1,262144,54020,52343  >  5201[BoundErrorUnreassembled Packet],
3799,5.765736,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4951462,1460,1,262144,55480,52343  >  5201[BoundErrorUnreassembled Packet],
3800,5.765737,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4952922,1460,1,262144,56940,52343  >  5201[BoundErrorUnreassembled Packet],
3801,5.765738,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4954382,1460,1,262144,58400,52343  >  5201[BoundErrorUnreassembled Packet],
3802,5.765739,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4955842,1460,1,262144,59860,52343  >  5201[BoundErrorUnreassembled Packet],
3803,5.765739,192.168.10.184,192.168.10.196,1514,iPerf3,0,4957302,1460,1,262144,61320,52343  >  5201[BoundErrorUnreassembled Packet],
3804,5.76574,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4958762,1460,1,262144,62780,52343  >  5201[BoundErrorUnreassembled Packet],
3805,5.765741,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4960222,1460,1,262144,64240,52343  >  5201[BoundErrorUnreassembled Packet],
3806,5.765742,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4961682,1460,1,262144,65700,52343  >  5201[BoundErrorUnreassembled Packet],
3807,5.765743,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4963142,1460,1,262144,67160,52343  >  5201[BoundErrorUnreassembled Packet],
3808,5.765744,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4964602,1460,1,262144,68620,52343  >  5201[BoundErrorUnreassembled Packet],
3809,5.765744,192.168.10.184,192.168.10.196,1514,iPerf3,0,4966062,1460,1,262144,70080,52343  >  5201[BoundErrorUnreassembled Packet],
3810,5.765745,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4967522,1460,1,262144,71540,52343  >  5201[BoundErrorUnreassembled Packet],
3811,5.765746,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4968982,1460,1,262144,73000,52343  >  5201[BoundErrorUnreassembled Packet],
3812,5.765747,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4970442,1460,1,262144,74460,52343  >  5201[BoundErrorUnreassembled Packet],
3813,5.765748,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4971902,1460,1,262144,75920,52343  >  5201[BoundErrorUnreassembled Packet],
3814,5.765749,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,4973362,1460,1,262144,77380,52343  >  5201[BoundErrorUnreassembled Packet],
3815,5.767731,192.168.10.196,192.168.10.184,54,TCP,0.001982,1,0,4910582,212992,,5201  >  52343 [ACK] Seq=1 Ack=4910582 Win=212992 Len=0,
