No.,Time,Source,Destination,Length,Protocol,TCP Delta,Sequence Number,TCP Segment Len,ACK,Calculated window size,Bytes in flight,Info,Phase
176,1.324219,192.168.10.184,192.168.10.196,1514,iPerf3,0.000128,223418,1460,1,262144,48180,52343  >  5201[BoundErrorUnreassembled Packet],
177,1.324221,192.168.10.184,192.168.10.196,1514,iPerf3,0.000002,224878,1460,1,262144,49640,52343  >  5201[BoundErrorUnreassembled Packet],
178,1.324222,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,226338,1460,1,262144,51100,52343  >  5201[BoundErrorUnreassembled Packet],
179,1.324223,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,227798,1460,1,262144,52560,52343  >  5201[BoundErrorUnreassembled Packet],
180,1.324225,192.168.10.184,192.168.10.196,1514,iPerf3,0.000002,229258,1460,1,262144,54020,52343  >  5201[BoundErrorUnreassembled Packet],
181,1.324225,192.168.10.184,192.168.10.196,1514,iPerf3,0,230718,1460,1,262144,55480,52343  >  5201[BoundErrorUnreassembled Packet],
182,1.324226,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,232178,1460,1,262144,56940,52343  >  5201[BoundErrorUnreassembled Packet],
183,1.324228,192.168.10.184,192.168.10.196,1514,iPerf3,0.000002,233638,1460,1,262144,58400,52343  >  5201[BoundErrorUnreassembled Packet],
184,1.324229,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,235098,1460,1,262144,59860,52343  >  5201[BoundErrorUnreassembled Packet],
185,1.325678,192.168.10.196,192.168.10.184,54,TCP,0.001449,1,0,178158,212992,,5201  >  52343 [ACK] Seq=1 Ack=178158 Win=212992 Len=0,
186,1.32578,192.168.10.184,192.168.10.196,1514,iPerf3,0.000102,236558,1460,1,262144,59860,52343  >  5201[BoundErrorUnreassembled Packet],
187,1.325781,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,238018,1460,1,262144,61320,52343  >  5201[BoundErrorUnreassembled Packet],
188,1.327653,192.168.10.196,192.168.10.184,54,TCP,0.001872,1,0,198598,212992,,5201  >  52343 [ACK] Seq=1 Ack=198598 Win=212992 Len=0,
189,1.327809,192.168.10.184,192.168.10.196,1514,iPerf3,0.000156,239478,1460,1,262144,42340,52343  >  5201[BoundErrorUnreassembled Packet],
190,1.327811,192.168.10.184,192.168.10.196,1514,iPerf3,0.000002,240938,1460,1,262144,43800,52343  >  5201[BoundErrorUnreassembled Packet],
191,1.327811,192.168.10.184,192.168.10.196,1514,iPerf3,0,242398,1460,1,262144,45260,52343  >  5201[BoundErrorUnreassembled Packet],
192,1.327812,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,243858,1460,1,262144,46720,52343  >  5201[BoundErrorUnreassembled Packet],
193,1.327813,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,245318,1460,1,262144,48180,52343  >  5201[BoundErrorUnreassembled Packet],
194,1.327814,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,246778,1460,1,262144,49640,52343  >  5201[BoundErrorUnreassembled Packet],
195,1.327815,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,248238,1460,1,262144,51100,52343  >  5201[BoundErrorUnreassembled Packet],
196,1.327816,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,249698,1460,1,262144,52560,52343  >  5201[BoundErrorUnreassembled Packet],
197,1.327817,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,251158,1460,1,262144,54020,52343  >  5201[BoundErrorUnreassembled Packet],
198,1.327818,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,252618,1460,1,262144,55480,52343  >  5201[BoundErrorUnreassembled Packet],
199,1.327819,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,254078,1460,1,262144,56940,52343  >  5201[BoundErrorUnreassembled Packet],
200,1.32782,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,255538,1460,1,262144,58400,52343  >  5201[BoundErrorUnreassembled Packet],
201,1.327821,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,256998,1460,1,262144,59860,52343  >  5201[BoundErrorUnreassembled Packet],
202,1.327822,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,258458,1460,1,262144,61320,52343  >  5201[BoundErrorUnreassembled Packet],
203,1.327823,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,259918,1460,1,262144,62780,52343  >  5201[BoundErrorUnreassembled Packet],
204,1.327824,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,261378,1460,1,262144,64240,52343  >  5201[BoundErrorUnreassembled Packet],
205,1.328604,192.168.10.196,192.168.10.184,54,TCP,0.00078,1,0,201518,212992,,5201  >  52343 [ACK] Seq=1 Ack=201518 Win=212992 Len=0,
206,1.328722,192.168.10.184,192.168.10.196,1514,iPerf3,0.000118,262838,1460,1,262144,62780,52343  >  5201[BoundErrorUnreassembled Packet],
207,1.328723,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,264298,1460,1,262144,64240,52343  >  5201[BoundErrorUnreassembled Packet],
208,1.328724,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,265758,1460,1,262144,65700,52343  >  5201[BoundErrorUnreassembled Packet],
209,1.328724,192.168.10.184,192.168.10.196,1514,iPerf3,0,267218,1460,1,262144,67160,52343  >  5201[BoundErrorUnreassembled Packet],
210,1.329129,192.168.10.196,192.168.10.184,54,TCP,0.000405,1,0,214658,212992,,5201  >  52343 [ACK] Seq=1 Ack=214658 Win=212992 Len=0,
211,1.329231,192.168.10.184,192.168.10.196,1514,iPerf3,0.000102,268678,1460,1,262144,55480,52343  >  5201[BoundErrorUnreassembled Packet],
212,1.329232,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,270138,1460,1,262144,56940,52343  >  5201[BoundErrorUnreassembled Packet],
213,1.329233,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,271598,1460,1,262144,58400,52343  >  5201[BoundErrorUnreassembled Packet],
214,1.329234,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,273058,1460,1,262144,59860,52343  >  5201[BoundErrorUnreassembled Packet],
215,1.329235,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,274518,1460,1,262144,61320,52343  >  5201[BoundErrorUnreassembled Packet],
216,1.329236,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,275978,1460,1,262144,62780,52343  >  5201[BoundErrorUnreassembled Packet],
217,1.329237,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,277438,1460,1,262144,64240,52343  >  5201[BoundErrorUnreassembled Packet],
218,1.329238,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,278898,1460,1,262144,65700,52343  >  5201[BoundErrorUnreassembled Packet],
219,1.329239,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,280358,1460,1,262144,67160,52343  >  5201[BoundErrorUnreassembled Packet],
220,1.32924,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,281818,1460,1,262144,68620,52343  >  5201[BoundErrorUnreassembled Packet],
221,1.329241,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,283278,1460,1,262144,70080,52343  >  5201[BoundErrorUnreassembled Packet],
222,1.332147,192.168.10.196,192.168.10.184,54,TCP,0.002906,1,0,223418,212992,,5201  >  52343 [ACK] Seq=1 Ack=223418 Win=212992 Len=0,
223,1.332267,192.168.10.184,192.168.10.196,1514,iPerf3,0.00012,284738,1460,1,262144,62780,52343  >  5201[BoundErrorUnreassembled Packet],
224,1.332268,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,286198,1460,1,262144,64240,52343  >  5201[BoundErrorUnreassembled Packet],
225,1.33227,192.168.10.184,192.168.10.196,1514,iPerf3,0.000002,287658,1460,1,262144,65700,52343  >  5201[BoundErrorUnreassembled Packet],
226,1.33227,192.168.10.184,192.168.10.196,1514,iPerf3,0,289118,1460,1,262144,67160,52343  >  5201[BoundErrorUnreassembled Packet],
227,1.332271,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,290578,1460,1,262144,68620,52343  >  5201[BoundErrorUnreassembled Packet],
228,1.332272,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,292038,1460,1,262144,70080,52343  >  5201[BoundErrorUnreassembled Packet],
229,1.332273,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,293498,1460,1,262144,71540,52343  >  5201[BoundErrorUnreassembled Packet],
230,1.332274,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,294958,1460,1,262144,73000,52343  >  5201[BoundErrorUnreassembled Packet],
231,1.437315,192.168.10.196,192.168.10.184,54,TCP,0.105041,1,0,236558,212992,,5201  >  52343 [ACK] Seq=1 Ack=236558 Win=212992 Len=0,
232,1.437391,192.168.10.184,192.168.10.196,1514,iPerf3,0.000076,296418,1460,1,262144,61320,52343  >  5201[BoundErrorUnreassembled Packet],
233,1.437391,192.168.10.184,192.168.10.196,1514,iPerf3,0,297878,1460,1,262144,62780,52343  >  5201[BoundErrorUnreassembled Packet],
234,1.437391,192.168.10.184,192.168.10.196,1514,iPerf3,0,299338,1460,1,262144,64240,52343  >  5201[BoundErrorUnreassembled Packet],
235,1.437392,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,300798,1460,1,262144,65700,52343  >  5201[BoundErrorUnreassembled Packet],
236,1.437392,192.168.10.184,192.168.10.196,1514,iPerf3,0,302258,1460,1,262144,67160,52343  >  5201[BoundErrorUnreassembled Packet],
237,1.437393,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,303718,1460,1,262144,68620,52343  >  5201[BoundErrorUnreassembled Packet],
238,1.437393,192.168.10.184,192.168.10.196,1514,iPerf3,0,305178,1460,1,262144,70080,52343  >  5201[BoundErrorUnreassembled Packet],
239,1.437393,192.168.10.184,192.168.10.196,1514,iPerf3,0,306638,1460,1,262144,71540,52343  >  5201[BoundErrorUnreassembled Packet],
240,1.437394,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,308098,1460,1,262144,73000,52343  >  5201[BoundErrorUnreassembled Packet],
241,1.437394,192.168.10.184,192.168.10.196,1514,iPerf3,0,309558,1460,1,262144,74460,52343  >  5201[BoundErrorUnreassembled Packet],
242,1.437394,192.168.10.184,192.168.10.196,1514,iPerf3,0,311018,1460,1,262144,75920,52343  >  5201[BoundErrorUnreassembled Packet],
243,1.438062,192.168.10.196,192.168.10.184,54,TCP,0.000668,1,0,239478,212992,,5201  >  52343 [ACK] Seq=1 Ack=239478 Win=212992 Len=0,
244,1.438103,192.168.10.184,192.168.10.196,1514,iPerf3,0.000041,312478,1460,1,262144,74460,52343  >  5201[BoundErrorUnreassembled Packet],
245,1.438103,192.168.10.184,192.168.10.196,1514,iPerf3,0,313938,1460,1,262144,75920,52343  >  5201[BoundErrorUnreassembled Packet],
246,1.438104,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,315398,1460,1,262144,77380,52343  >  5201[BoundErrorUnreassembled Packet],
247,1.438104,192.168.10.184,192.168.10.196,1514,iPerf3,0,316858,1460,1,262144,78840,52343  >  5201[BoundErrorUnreassembled Packet],
248,1.440734,192.168.10.196,192.168.10.184,54,TCP,0.00263,1,0,262838,212992,,5201  >  52343 [ACK] Seq=1 Ack=262838 Win=212992 Len=0,
249,1.440788,192.168.10.184,192.168.10.196,1514,iPerf3,0.000054,318318,1460,1,262144,56940,52343  >  5201[BoundErrorUnreassembled Packet],
250,1.440788,192.168.10.184,192.168.10.196,1514,iPerf3,0,319778,1460,1,262144,58400,52343  >  5201[BoundErrorUnreassembled Packet],
251,1.440789,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,321238,1460,1,262144,59860,52343  >  5201[BoundErrorUnreassembled Packet],
252,1.440789,192.168.10.184,192.168.10.196,1514,iPerf3,0,322698,1460,1,262144,61320,52343  >  5201[BoundErrorUnreassembled Packet],
253,1.440789,192.168.10.184,192.168.10.196,1514,iPerf3,0,324158,1460,1,262144,62780,52343  >  5201[BoundErrorUnreassembled Packet],
254,1.44079,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,325618,1460,1,262144,64240,52343  >  5201[BoundErrorUnreassembled Packet],
255,1.44079,192.168.10.184,192.168.10.196,1514,iPerf3,0,327078,1460,1,262144,65700,52343  >  5201[BoundErrorUnreassembled Packet],
256,1.44079,192.168.10.184,192.168.10.196,1514,iPerf3,0,328538,1460,1,262144,67160,52343  >  5201[BoundErrorUnreassembled Packet],
257,1.440791,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,329998,1460,1,262144,68620,52343  >  5201[BoundErrorUnreassembled Packet],
258,1.440791,192.168.10.184,192.168.10.196,1514,iPerf3,0,331458,1460,1,262144,70080,52343  >  5201[BoundErrorUnreassembled Packet],
259,1.440792,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,332918,1460,1,262144,71540,52343  >  5201[BoundErrorUnreassembled Packet],
260,1.440792,192.168.10.184,192.168.10.196,1514,iPerf3,0,334378,1460,1,262144,73000,52343  >  5201[BoundErrorUnreassembled Packet],
261,1.440793,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,335838,1460,1,262144,74460,52343  >  5201[BoundErrorUnreassembled Packet],
262,1.440793,192.168.10.184,192.168.10.196,1514,iPerf3,0,337298,1460,1,262144,75920,52343  >  5201[BoundErrorUnreassembled Packet],
263,1.440793,192.168.10.184,192.168.10.196,1514,iPerf3,0,338758,1460,1,262144,77380,52343  >  5201[BoundErrorUnreassembled Packet],
264,1.440794,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,340218,1460,1,262144,78840,52343  >  5201[BoundErrorUnreassembled Packet],
265,1.440794,192.168.10.184,192.168.10.196,1514,iPerf3,0,341678,1460,1,262144,80300,52343  >  5201[BoundErrorUnreassembled Packet],
266,1.440794,192.168.10.184,192.168.10.196,1514,iPerf3,0,343138,1460,1,262144,81760,52343  >  5201[BoundErrorUnreassembled Packet],
267,1.441423,192.168.10.196,192.168.10.184,54,TCP,0.000629,1,0,268678,212992,,5201  >  52343 [ACK] Seq=1 Ack=268678 Win=212992 Len=0,
268,1.441461,192.168.10.184,192.168.10.196,1514,iPerf3,0.000038,344598,1460,1,262144,77380,52343  >  5201[BoundErrorUnreassembled Packet],
269,1.441461,192.168.10.184,192.168.10.196,1514,iPerf3,0,346058,1460,1,262144,78840,52343  >  5201[BoundErrorUnreassembled Packet],
270,1.441462,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,347518,1460,1,262144,80300,52343  >  5201[BoundErrorUnreassembled Packet],
271,1.441462,192.168.10.184,192.168.10.196,1514,iPerf3,0,348978,1460,1,262144,81760,52343  >  5201[BoundErrorUnreassembled Packet],
272,1.441463,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,350438,1460,1,262144,83220,52343  >  5201[BoundErrorUnreassembled Packet],
273,1.441463,192.168.10.184,192.168.10.196,1514,iPerf3,0,351898,1460,1,262144,84680,52343  >  5201[BoundErrorUnreassembled Packet],
274,1.445058,192.168.10.196,192.168.10.184,54,TCP,0.003595,1,0,284738,212992,,5201  >  52343 [ACK] Seq=1 Ack=284738 Win=212992 Len=0,
275,1.445112,192.168.10.184,192.168.10.196,1514,iPerf3,0.000054,353358,1460,1,262144,70080,52343  >  5201[BoundErrorUnreassembled Packet],
276,1.445112,192.168.10.184,192.168.10.196,1514,iPerf3,0,354818,1460,1,262144,71540,52343  >  5201[BoundErrorUnreassembled Packet],
277,1.445113,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,356278,1460,1,262144,73000,52343  >  5201[BoundErrorUnreassembled Packet],
278,1.445113,192.168.10.184,192.168.10.196,1514,iPerf3,0,357738,1460,1,262144,74460,52343  >  5201[BoundErrorUnreassembled Packet],
279,1.445113,192.168.10.184,192.168.10.196,1514,iPerf3,0,359198,1460,1,262144,75920,52343  >  5201[BoundErrorUnreassembled Packet],
280,1.445114,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,360658,1460,1,262144,77380,52343  >  5201[BoundErrorUnreassembled Packet],
281,1.445114,192.168.10.184,192.168.10.196,1514,iPerf3,0,362118,1460,1,262144,78840,52343  >  5201[BoundErrorUnreassembled Packet],
282,1.445115,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,363578,1460,1,262144,80300,52343  >  5201[BoundErrorUnreassembled Packet],
283,1.445115,192.168.10.184,192.168.10.196,1514,iPerf3,0,365038,1460,1,262144,81760,52343  >  5201[BoundErrorUnreassembled Packet],
284,1.445115,192.168.10.184,192.168.10.196,1514,iPerf3,0,366498,1460,1,262144,83220,52343  >  5201[BoundErrorUnreassembled Packet],
285,1.445116,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,367958,1460,1,262144,84680,52343  >  5201[BoundErrorUnreassembled Packet],
286,1.445116,192.168.10.184,192.168.10.196,1514,iPerf3,0,369418,1460,1,262144,86140,52343  >  5201[BoundErrorUnreassembled Packet],
287,1.445117,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,370878,1460,1,262144,87600,52343  >  5201[BoundErrorUnreassembled Packet],
288,1.445367,192.168.10.196,192.168.10.184,54,TCP,0.00025,1,0,296418,212992,,5201  >  52343 [ACK] Seq=1 Ack=296418 Win=212992 Len=0,
289,1.445408,192.168.10.184,192.168.10.196,1514,iPerf3,0.000041,372338,1460,1,262144,77380,52343  >  5201[BoundErrorUnreassembled Packet],
290,1.445409,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,373798,1460,1,262144,78840,52343  >  5201[BoundErrorUnreassembled Packet],
291,1.445409,192.168.10.184,192.168.10.196,1514,iPerf3,0,375258,1460,1,262144,80300,52343  >  5201[BoundErrorUnreassembled Packet],
292,1.44541,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,376718,1460,1,262144,81760,52343  >  5201[BoundErrorUnreassembled Packet],
293,1.445411,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,378178,1460,1,262144,83220,52343  >  5201[BoundErrorUnreassembled Packet],
294,1.445411,192.168.10.184,192.168.10.196,1514,iPerf3,0,379638,1460,1,262144,84680,52343  >  5201[BoundErrorUnreassembled Packet],
295,1.445412,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,381098,1460,1,262144,86140,52343  >  5201[BoundErrorUnreassembled Packet],
296,1.445412,192.168.10.184,192.168.10.196,1514,iPerf3,0,382558,1460,1,262144,87600,52343  >  5201[BoundErrorUnreassembled Packet],
297,1.445413,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,384018,1460,1,262144,89060,52343  >  5201[BoundErrorUnreassembled Packet],
298,1.445413,192.168.10.184,192.168.10.196,1514,iPerf3,0,385478,1460,1,262144,90520,52343  >  5201[BoundErrorUnreassembled Packet],
299,1.55139,192.168.10.196,192.168.10.184,54,TCP,0.105977,1,0,312478,212992,,5201  >  52343 [ACK] Seq=1 Ack=312478 Win=212992 Len=0,
300,1.551535,192.168.10.184,192.168.10.196,1514,iPerf3,0.000145,386938,1460,1,262144,75920,52343  >  5201[BoundErrorUnreassembled Packet],
301,1.551536,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,388398,1460,1,262144,77380,52343  >  5201[BoundErrorUnreassembled Packet],
302,1.551538,192.168.10.184,192.168.10.196,1514,iPerf3,0.000002,389858,1460,1,262144,78840,52343  >  5201[BoundErrorUnreassembled Packet],
303,1.551538,192.168.10.184,192.168.10.196,1514,iPerf3,0,391318,1460,1,262144,80300,52343  >  5201[BoundErrorUnreassembled Packet],
304,1.551539,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,392778,1460,1,262144,81760,52343  >  5201[BoundErrorUnreassembled Packet],
305,1.551541,192.168.10.184,192.168.10.196,1514,iPerf3,0.000002,394238,1460,1,262144,83220,52343  >  5201[BoundErrorUnreassembled Packet],
306,1.551541,192.168.10.184,192.168.10.196,1514,iPerf3,0,395698,1460,1,262144,84680,52343  >  5201[BoundErrorUnreassembled Packet],
307,1.551542,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,397158,1460,1,262144,86140,52343  >  5201[BoundErrorUnreassembled Packet],
308,1.551543,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,398618,1460,1,262144,87600,52343  >  5201[BoundErrorUnreassembled Packet],
309,1.551544,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,400078,1460,1,262144,89060,52343  >  5201[BoundErrorUnreassembled Packet],
310,1.551546,192.168.10.184,192.168.10.196,1514,iPerf3,0.000002,401538,1460,1,262144,90520,52343  >  5201[BoundErrorUnreassembled Packet],
311,1.551547,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,402998,1460,1,262144,91980,52343  >  5201[BoundErrorUnreassembled Packet],
312,1.551548,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,404458,1460,1,262144,93440,52343  >  5201[BoundErrorUnreassembled Packet],
313,1.552656,192.168.10.196,192.168.10.184,54,TCP,0.001108,1,0,318318,212992,,5201  >  52343 [ACK] Seq=1 Ack=318318 Win=212992 Len=0,
314,1.552775,192.168.10.184,192.168.10.196,1514,iPerf3,0.000119,405918,1460,1,262144,89060,52343  >  5201[BoundErrorUnreassembled Packet],
315,1.552775,192.168.10.184,192.168.10.196,1514,iPerf3,0,407378,1460,1,262144,90520,52343  >  5201[BoundErrorUnreassembled Packet],
316,1.552776,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,408838,1460,1,262144,91980,52343  >  5201[BoundErrorUnreassembled Packet],
317,1.552778,192.168.10.184,192.168.10.196,1514,iPerf3,0.000002,410298,1460,1,262144,93440,52343  >  5201[BoundErrorUnreassembled Packet],
318,1.552778,192.168.10.184,192.168.10.196,1514,iPerf3,0,411758,1460,1,262144,94900,52343  >  5201[BoundErrorUnreassembled Packet],
319,1.55278,192.168.10.184,192.168.10.196,1514,iPerf3,0.000002,413218,1460,1,262144,96360,52343  >  5201[BoundErrorUnreassembled Packet],
320,1.555095,192.168.10.196,192.168.10.184,54,TCP,0.002315,1,0,344598,212992,,5201  >  52343 [ACK] Seq=1 Ack=344598 Win=212992 Len=0,
321,1.555259,192.168.10.184,192.168.10.196,1514,iPerf3,0.000164,414678,1460,1,262144,71540,52343  >  5201[BoundErrorUnreassembled Packet],
322,1.55526,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,416138,1460,1,262144,73000,52343  >  5201[BoundErrorUnreassembled Packet],
323,1.555261,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,417598,1460,1,262144,74460,52343  >  5201[BoundErrorUnreassembled Packet],
324,1.555262,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,419058,1460,1,262144,75920,52343  >  5201[BoundErrorUnreassembled Packet],
325,1.555263,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,420518,1460,1,262144,77380,52343  >  5201[BoundErrorUnreassembled Packet],
326,1.555264,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,421978,1460,1,262144,78840,52343  >  5201[BoundErrorUnreassembled Packet],
