No.,Time,TCP Delta,Source,Destination,TCP Segment Len,Bytes in flight,Calculated window size,Info,Phase
769,2.047976,0.000001000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=1027878 Ack=1 Win=262144 Len=1460,---
770,2.047976,0.000000000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=1029338 Ack=1 Win=262144 Len=1460,---
771,2.047978,0.000002000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=1030798 Ack=1 Win=262144 Len=1460,---
772,2.047978,0.000000000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=1032258 Ack=1 Win=262144 Len=1460,---
773,2.052022,0.004044000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=880418 Win=212992 Len=0,---
774,2.052209,0.000187000,192.168.10.184,192.168.10.196,1460,154760,262144,52343  >  5201 [ACK] Seq=1033718 Ack=1 Win=262144 Len=1460,---
775,2.052211,0.000002000,192.168.10.184,192.168.10.196,1460,156220,262144,52343  >  5201 [ACK] Seq=1035178 Ack=1 Win=262144 Len=1460,---
776,2.052212,0.000001000,192.168.10.184,192.168.10.196,1460,157680,262144,52343  >  5201 [ACK] Seq=1036638 Ack=1 Win=262144 Len=1460,---
777,2.052213,0.000001000,192.168.10.184,192.168.10.196,1460,159140,262144,52343  >  5201 [ACK] Seq=1038098 Ack=1 Win=262144 Len=1460,---
778,2.052214,0.000001000,192.168.10.184,192.168.10.196,1460,160600,262144,52343  >  5201 [ACK] Seq=1039558 Ack=1 Win=262144 Len=1460,---
779,2.052215,0.000001000,192.168.10.184,192.168.10.196,1460,162060,262144,52343  >  5201 [ACK] Seq=1041018 Ack=1 Win=262144 Len=1460,---
780,2.052217,0.000002000,192.168.10.184,192.168.10.196,1460,163520,262144,52343  >  5201 [ACK] Seq=1042478 Ack=1 Win=262144 Len=1460,---
781,2.052217,0.000000000,192.168.10.184,192.168.10.196,1460,164980,262144,52343  >  5201 [ACK] Seq=1043938 Ack=1 Win=262144 Len=1460,---
782,2.052219,0.000002000,192.168.10.184,192.168.10.196,1460,166440,262144,52343  >  5201 [ACK] Seq=1045398 Ack=1 Win=262144 Len=1460,---
783,2.052220,0.000001000,192.168.10.184,192.168.10.196,1460,167900,262144,52343  >  5201 [ACK] Seq=1046858 Ack=1 Win=262144 Len=1460,---
784,2.052221,0.000001000,192.168.10.184,192.168.10.196,1460,169360,262144,52343  >  5201 [ACK] Seq=1048318 Ack=1 Win=262144 Len=1460,---
785,2.052222,0.000001000,192.168.10.184,192.168.10.196,1460,170820,262144,52343  >  5201 [ACK] Seq=1049778 Ack=1 Win=262144 Len=1460,---
786,2.052223,0.000001000,192.168.10.184,192.168.10.196,1460,172280,262144,52343  >  5201 [ACK] Seq=1051238 Ack=1 Win=262144 Len=1460,---
787,2.052224,0.000001000,192.168.10.184,192.168.10.196,1460,173740,262144,52343  >  5201 [ACK] Seq=1052698 Ack=1 Win=262144 Len=1460,---
788,2.052225,0.000001000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=1054158 Ack=1 Win=262144 Len=1460,---
789,2.052226,0.000001000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=1055618 Ack=1 Win=262144 Len=1460,---
790,2.052228,0.000002000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=1057078 Ack=1 Win=262144 Len=1460,---
791,2.052228,0.000000000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=1058538 Ack=1 Win=262144 Len=1460,---
792,2.052229,0.000001000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=1059998 Ack=1 Win=262144 Len=1460,---
793,2.052231,0.000002000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=1061458 Ack=1 Win=262144 Len=1460,---
794,2.052447,0.000216000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=881878 Win=212992 Len=0,---
795,2.052535,0.000088000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=1062918 Ack=1 Win=262144 Len=1460,---
796,2.052537,0.000002000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=1064378 Ack=1 Win=262144 Len=1460,---
797,2.053196,0.000659000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=887718 Win=212992 Len=0,---
798,2.053323,0.000127000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=1065838 Ack=1 Win=262144 Len=1460,---
799,2.053324,0.000001000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=1067298 Ack=1 Win=262144 Len=1460,---
800,2.053325,0.000001000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=1068758 Ack=1 Win=262144 Len=1460,---
801,2.053326,0.000001000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=1070218 Ack=1 Win=262144 Len=1460,---
802,2.053326,0.000000000,192.168.10.184,192.168.10.196,1460,185420,262144,52343  >  5201 [ACK] Seq=1071678 Ack=1 Win=262144 Len=1460,---
803,2.053328,0.000002000,192.168.10.184,192.168.10.196,1460,186880,262144,52343  >  5201 [ACK] Seq=1073138 Ack=1 Win=262144 Len=1460,---
804,2.055389,0.002061000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=913998 Win=212992 Len=0,---
805,2.055564,0.000175000,192.168.10.184,192.168.10.196,1460,162060,262144,52343  >  5201 [ACK] Seq=1074598 Ack=1 Win=262144 Len=1460,---
806,2.055565,0.000001000,192.168.10.184,192.168.10.196,1460,163520,262144,52343  >  5201 [ACK] Seq=1076058 Ack=1 Win=262144 Len=1460,---
807,2.055566,0.000001000,192.168.10.184,192.168.10.196,1460,164980,262144,52343  >  5201 [ACK] Seq=1077518 Ack=1 Win=262144 Len=1460,---
808,2.055567,0.000001000,192.168.10.184,192.168.10.196,1460,166440,262144,52343  >  5201 [ACK] Seq=1078978 Ack=1 Win=262144 Len=1460,---
809,2.055568,0.000001000,192.168.10.184,192.168.10.196,1460,167900,262144,52343  >  5201 [ACK] Seq=1080438 Ack=1 Win=262144 Len=1460,---
810,2.055569,0.000001000,192.168.10.184,192.168.10.196,1460,169360,262144,52343  >  5201 [ACK] Seq=1081898 Ack=1 Win=262144 Len=1460,---
811,2.055570,0.000001000,192.168.10.184,192.168.10.196,1460,170820,262144,52343  >  5201 [ACK] Seq=1083358 Ack=1 Win=262144 Len=1460,---
812,2.055571,0.000001000,192.168.10.184,192.168.10.196,1460,172280,262144,52343  >  5201 [ACK] Seq=1084818 Ack=1 Win=262144 Len=1460,---
813,2.055572,0.000001000,192.168.10.184,192.168.10.196,1460,173740,262144,52343  >  5201 [ACK] Seq=1086278 Ack=1 Win=262144 Len=1460,---
814,2.055572,0.000000000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=1087738 Ack=1 Win=262144 Len=1460,---
815,2.055574,0.000002000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=1089198 Ack=1 Win=262144 Len=1460,---
816,2.055574,0.000000000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=1090658 Ack=1 Win=262144 Len=1460,---
817,2.055576,0.000002000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=1092118 Ack=1 Win=262144 Len=1460,---
818,2.055576,0.000000000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=1093578 Ack=1 Win=262144 Len=1460,---
819,2.055577,0.000001000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=1095038 Ack=1 Win=262144 Len=1460,---
820,2.055578,0.000001000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=1096498 Ack=1 Win=262144 Len=1460,---
821,2.055579,0.000001000,192.168.10.184,192.168.10.196,1460,185420,262144,52343  >  5201 [ACK] Seq=1097958 Ack=1 Win=262144 Len=1460,---
822,2.055580,0.000001000,192.168.10.184,192.168.10.196,1460,186880,262144,52343  >  5201 [ACK] Seq=1099418 Ack=1 Win=262144 Len=1460,---
823,2.055581,0.000001000,192.168.10.184,192.168.10.196,1460,188340,262144,52343  >  5201 [ACK] Seq=1100878 Ack=1 Win=262144 Len=1460,---
824,2.055582,0.000001000,192.168.10.184,192.168.10.196,1460,189800,262144,52343  >  5201 [ACK] Seq=1102338 Ack=1 Win=262144 Len=1460,---
825,2.058020,0.002438000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=934438 Win=212992 Len=0,---
826,2.058201,0.000181000,192.168.10.184,192.168.10.196,1460,170820,262144,52343  >  5201 [ACK] Seq=1103798 Ack=1 Win=262144 Len=1460,---
827,2.058202,0.000001000,192.168.10.184,192.168.10.196,1460,172280,262144,52343  >  5201 [ACK] Seq=1105258 Ack=1 Win=262144 Len=1460,---
828,2.058202,0.000000000,192.168.10.184,192.168.10.196,1460,173740,262144,52343  >  5201 [ACK] Seq=1106718 Ack=1 Win=262144 Len=1460,---
829,2.058204,0.000002000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=1108178 Ack=1 Win=262144 Len=1460,---
830,2.058205,0.000001000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=1109638 Ack=1 Win=262144 Len=1460,---
831,2.058205,0.000000000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=1111098 Ack=1 Win=262144 Len=1460,---
832,2.058206,0.000001000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=1112558 Ack=1 Win=262144 Len=1460,---
833,2.058207,0.000001000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=1114018 Ack=1 Win=262144 Len=1460,---
834,2.058209,0.000002000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=1115478 Ack=1 Win=262144 Len=1460,---
835,2.058209,0.000000000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=1116938 Ack=1 Win=262144 Len=1460,---
836,2.058210,0.000001000,192.168.10.184,192.168.10.196,1460,185420,262144,52343  >  5201 [ACK] Seq=1118398 Ack=1 Win=262144 Len=1460,---
837,2.058211,0.000001000,192.168.10.184,192.168.10.196,1460,186880,262144,52343  >  5201 [ACK] Seq=1119858 Ack=1 Win=262144 Len=1460,---
838,2.058212,0.000001000,192.168.10.184,192.168.10.196,1460,188340,262144,52343  >  5201 [ACK] Seq=1121318 Ack=1 Win=262144 Len=1460,---
839,2.058213,0.000001000,192.168.10.184,192.168.10.196,1460,189800,262144,52343  >  5201 [ACK] Seq=1122778 Ack=1 Win=262144 Len=1460,---
840,2.058214,0.000001000,192.168.10.184,192.168.10.196,1460,191260,262144,52343  >  5201 [ACK] Seq=1124238 Ack=1 Win=262144 Len=1460,---
841,2.058215,0.000001000,192.168.10.184,192.168.10.196,1460,192720,262144,52343  >  5201 [ACK] Seq=1125698 Ack=1 Win=262144 Len=1460,---
842,2.061929,0.003714000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=947578 Win=212992 Len=0,---
843,2.062073,0.000144000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=1127158 Ack=1 Win=262144 Len=1460,---
844,2.062073,0.000000000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=1128618 Ack=1 Win=262144 Len=1460,---
845,2.062074,0.000001000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=1130078 Ack=1 Win=262144 Len=1460,---
846,2.062075,0.000001000,192.168.10.184,192.168.10.196,1460,185420,262144,52343  >  5201 [ACK] Seq=1131538 Ack=1 Win=262144 Len=1460,---
847,2.062076,0.000001000,192.168.10.184,192.168.10.196,1460,186880,262144,52343  >  5201 [ACK] Seq=1132998 Ack=1 Win=262144 Len=1460,---
848,2.062077,0.000001000,192.168.10.184,192.168.10.196,1460,188340,262144,52343  >  5201 [ACK] Seq=1134458 Ack=1 Win=262144 Len=1460,---
849,2.062078,0.000001000,192.168.10.184,192.168.10.196,1460,189800,262144,52343  >  5201 [ACK] Seq=1135918 Ack=1 Win=262144 Len=1460,---
850,2.062079,0.000001000,192.168.10.184,192.168.10.196,1460,191260,262144,52343  >  5201 [ACK] Seq=1137378 Ack=1 Win=262144 Len=1460,---
851,2.062080,0.000001000,192.168.10.184,192.168.10.196,1460,192720,262144,52343  >  5201 [ACK] Seq=1138838 Ack=1 Win=262144 Len=1460,---
852,2.062081,0.000001000,192.168.10.184,192.168.10.196,1460,194180,262144,52343  >  5201 [ACK] Seq=1140298 Ack=1 Win=262144 Len=1460,---
853,2.062081,0.000000000,192.168.10.184,192.168.10.196,1460,195640,262144,52343  >  5201 [ACK] Seq=1141758 Ack=1 Win=262144 Len=1460,---
854,2.165757,0.103676000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=975318 Win=212992 Len=0,---
855,2.165940,0.000183000,192.168.10.184,192.168.10.196,1460,169360,262144,52343  >  5201 [ACK] Seq=1143218 Ack=1 Win=262144 Len=1460,---
856,2.165941,0.000001000,192.168.10.184,192.168.10.196,1460,170820,262144,52343  >  5201 [ACK] Seq=1144678 Ack=1 Win=262144 Len=1460,---
857,2.165942,0.000001000,192.168.10.184,192.168.10.196,1460,172280,262144,52343  >  5201 [ACK] Seq=1146138 Ack=1 Win=262144 Len=1460,---
858,2.165943,0.000001000,192.168.10.184,192.168.10.196,1460,173740,262144,52343  >  5201 [ACK] Seq=1147598 Ack=1 Win=262144 Len=1460,---
859,2.165943,0.000000000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=1149058 Ack=1 Win=262144 Len=1460,---
860,2.165944,0.000001000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=1150518 Ack=1 Win=262144 Len=1460,---
861,2.165945,0.000001000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=1151978 Ack=1 Win=262144 Len=1460,---
862,2.165946,0.000001000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=1153438 Ack=1 Win=262144 Len=1460,---
863,2.165946,0.000000000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=1154898 Ack=1 Win=262144 Len=1460,---
864,2.165947,0.000001000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=1156358 Ack=1 Win=262144 Len=1460,---
865,2.165948,0.000001000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=1157818 Ack=1 Win=262144 Len=1460,---
866,2.165948,0.000000000,192.168.10.184,192.168.10.196,1460,185420,262144,52343  >  5201 [ACK] Seq=1159278 Ack=1 Win=262144 Len=1460,---
867,2.165949,0.000001000,192.168.10.184,192.168.10.196,1460,186880,262144,52343  >  5201 [ACK] Seq=1160738 Ack=1 Win=262144 Len=1460,---
868,2.165950,0.000001000,192.168.10.184,192.168.10.196,1460,188340,262144,52343  >  5201 [ACK] Seq=1162198 Ack=1 Win=262144 Len=1460,---
869,2.165950,0.000000000,192.168.10.184,192.168.10.196,1460,189800,262144,52343  >  5201 [ACK] Seq=1163658 Ack=1 Win=262144 Len=1460,---
870,2.165951,0.000001000,192.168.10.184,192.168.10.196,1460,191260,262144,52343  >  5201 [ACK] Seq=1165118 Ack=1 Win=262144 Len=1460,---
871,2.165952,0.000001000,192.168.10.184,192.168.10.196,1460,192720,262144,52343  >  5201 [ACK] Seq=1166578 Ack=1 Win=262144 Len=1460,---
872,2.165953,0.000001000,192.168.10.184,192.168.10.196,1460,194180,262144,52343  >  5201 [ACK] Seq=1168038 Ack=1 Win=262144 Len=1460,---
873,2.165953,0.000000000,192.168.10.184,192.168.10.196,1460,195640,262144,52343  >  5201 [ACK] Seq=1169498 Ack=1 Win=262144 Len=1460,---
874,2.165954,0.000001000,192.168.10.184,192.168.10.196,1460,197100,262144,52343  >  5201 [ACK] Seq=1170958 Ack=1 Win=262144 Len=1460,---
875,2.165955,0.000001000,192.168.10.184,192.168.10.196,1460,198560,262144,52343  >  5201 [ACK] Seq=1172418 Ack=1 Win=262144 Len=1460,---
876,2.166751,0.000796000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=998678 Win=212992 Len=0,---
877,2.166868,0.000117000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=1173878 Ack=1 Win=262144 Len=1460,---
878,2.166869,0.000001000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=1175338 Ack=1 Win=262144 Len=1460,---
879,2.166870,0.000001000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=1176798 Ack=1 Win=262144 Len=1460,---
880,2.166870,0.000000000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=1178258 Ack=1 Win=262144 Len=1460,---
881,2.166871,0.000001000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=1179718 Ack=1 Win=262144 Len=1460,---
882,2.166871,0.000000000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=1181178 Ack=1 Win=262144 Len=1460,---
883,2.166872,0.000001000,192.168.10.184,192.168.10.196,1460,185420,262144,52343  >  5201 [ACK] Seq=1182638 Ack=1 Win=262144 Len=1460,---
884,2.166872,0.000000000,192.168.10.184,192.168.10.196,1460,186880,262144,52343  >  5201 [ACK] Seq=1184098 Ack=1 Win=262144 Len=1460,---
885,2.166873,0.000001000,192.168.10.184,192.168.10.196,1460,188340,262144,52343  >  5201 [ACK] Seq=1185558 Ack=1 Win=262144 Len=1460,---
886,2.166873,0.000000000,192.168.10.184,192.168.10.196,1460,189800,262144,52343  >  5201 [ACK] Seq=1187018 Ack=1 Win=262144 Len=1460,---
887,2.166873,0.000000000,192.168.10.184,192.168.10.196,1460,191260,262144,52343  >  5201 [ACK] Seq=1188478 Ack=1 Win=262144 Len=1460,---
888,2.166874,0.000001000,192.168.10.184,192.168.10.196,1460,192720,262144,52343  >  5201 [ACK] Seq=1189938 Ack=1 Win=262144 Len=1460,---
889,2.166874,0.000000000,192.168.10.184,192.168.10.196,1460,194180,262144,52343  >  5201 [ACK] Seq=1191398 Ack=1 Win=262144 Len=1460,---
890,2.166875,0.000001000,192.168.10.184,192.168.10.196,1460,195640,262144,52343  >  5201 [ACK] Seq=1192858 Ack=1 Win=262144 Len=1460,---
891,2.166875,0.000000000,192.168.10.184,192.168.10.196,1460,197100,262144,52343  >  5201 [ACK] Seq=1194318 Ack=1 Win=262144 Len=1460,---
892,2.166876,0.000001000,192.168.10.184,192.168.10.196,1460,198560,262144,52343  >  5201 [ACK] Seq=1195778 Ack=1 Win=262144 Len=1460,---
893,2.166876,0.000000000,192.168.10.184,192.168.10.196,1460,200020,262144,52343  >  5201 [ACK] Seq=1197238 Ack=1 Win=262144 Len=1460,---
894,2.166876,0.000000000,192.168.10.184,192.168.10.196,1460,201480,262144,52343  >  5201 [ACK] Seq=1198698 Ack=1 Win=262144 Len=1460,---
895,2.167048,0.000172000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=1033718 Win=212992 Len=0,---
896,2.167144,0.000096000,192.168.10.184,192.168.10.196,1460,167900,262144,52343  >  5201 [ACK] Seq=1200158 Ack=1 Win=262144 Len=1460,---
897,2.167145,0.000001000,192.168.10.184,192.168.10.196,1460,169360,262144,52343  >  5201 [ACK] Seq=1201618 Ack=1 Win=262144 Len=1460,---
898,2.167146,0.000001000,192.168.10.184,192.168.10.196,1460,170820,262144,52343  >  5201 [ACK] Seq=1203078 Ack=1 Win=262144 Len=1460,---
899,2.167146,0.000000000,192.168.10.184,192.168.10.196,1460,172280,262144,52343  >  5201 [ACK] Seq=1204538 Ack=1 Win=262144 Len=1460,---
900,2.167146,0.000000000,192.168.10.184,192.168.10.196,1460,173740,262144,52343  >  5201 [ACK] Seq=1205998 Ack=1 Win=262144 Len=1460,---
901,2.167147,0.000001000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=1207458 Ack=1 Win=262144 Len=1460,---
902,2.167147,0.000000000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=1208918 Ack=1 Win=262144 Len=1460,---
903,2.167148,0.000001000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=1210378 Ack=1 Win=262144 Len=1460,---
904,2.167148,0.000000000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=1211838 Ack=1 Win=262144 Len=1460,---
905,2.167148,0.000000000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=1213298 Ack=1 Win=262144 Len=1460,---
906,2.167149,0.000001000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=1214758 Ack=1 Win=262144 Len=1460,---
907,2.167149,0.000000000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=1216218 Ack=1 Win=262144 Len=1460,---
908,2.167150,0.000001000,192.168.10.184,192.168.10.196,1460,185420,262144,52343  >  5201 [ACK] Seq=1217678 Ack=1 Win=262144 Len=1460,---
909,2.167150,0.000000000,192.168.10.184,192.168.10.196,1460,186880,262144,52343  >  5201 [ACK] Seq=1219138 Ack=1 Win=262144 Len=1460,---
910,2.167151,0.000001000,192.168.10.184,192.168.10.196,1460,188340,262144,52343  >  5201 [ACK] Seq=1220598 Ack=1 Win=262144 Len=1460,---
911,2.167151,0.000000000,192.168.10.184,192.168.10.196,1460,189800,262144,52343  >  5201 [ACK] Seq=1222058 Ack=1 Win=262144 Len=1460,---
912,2.167152,0.000001000,192.168.10.184,192.168.10.196,1460,191260,262144,52343  >  5201 [ACK] Seq=1223518 Ack=1 Win=262144 Len=1460,---
913,2.167152,0.000000000,192.168.10.184,192.168.10.196,1460,192720,262144,52343  >  5201 [ACK] Seq=1224978 Ack=1 Win=262144 Len=1460,---
914,2.167153,0.000001000,192.168.10.184,192.168.10.196,1460,194180,262144,52343  >  5201 [ACK] Seq=1226438 Ack=1 Win=262144 Len=1460,---
915,2.167153,0.000000000,192.168.10.184,192.168.10.196,1460,195640,262144,52343  >  5201 [ACK] Seq=1227898 Ack=1 Win=262144 Len=1460,---
916,2.167153,0.000000000,192.168.10.184,192.168.10.196,1460,197100,262144,52343  >  5201 [ACK] Seq=1229358 Ack=1 Win=262144 Len=1460,---
917,2.167154,0.000001000,192.168.10.184,192.168.10.196,1460,198560,262144,52343  >  5201 [ACK] Seq=1230818 Ack=1 Win=262144 Len=1460,---
918,2.167154,0.000000000,192.168.10.184,192.168.10.196,1460,200020,262144,52343  >  5201 [ACK] Seq=1232278 Ack=1 Win=262144 Len=1460,---
919,2.167155,0.000001000,192.168.10.184,192.168.10.196,1460,201480,262144,52343  >  5201 [ACK] Seq=1233738 Ack=1 Win=262144 Len=1460,---
920,2.167155,0.000000000,192.168.10.184,192.168.10.196,1460,202940,262144,52343  >  5201 [ACK] Seq=1235198 Ack=1 Win=262144 Len=1460,---
921,2.167156,0.000001000,192.168.10.184,192.168.10.196,1460,204400,262144,52343  >  5201 [ACK] Seq=1236658 Ack=1 Win=262144 Len=1460,---
922,2.169496,0.002340000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=1065838 Win=212992 Len=0,---
923,2.169629,0.000133000,192.168.10.184,192.168.10.196,1460,173740,262144,52343  >  5201 [ACK] Seq=1238118 Ack=1 Win=262144 Len=1460,---
924,2.169630,0.000001000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=1239578 Ack=1 Win=262144 Len=1460,---
925,2.169631,0.000001000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=1241038 Ack=1 Win=262144 Len=1460,---
926,2.169631,0.000000000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=1242498 Ack=1 Win=262144 Len=1460,---
927,2.169631,0.000000000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=1243958 Ack=1 Win=262144 Len=1460,---
928,2.169632,0.000001000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=1245418 Ack=1 Win=262144 Len=1460,---
929,2.169632,0.000000000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=1246878 Ack=1 Win=262144 Len=1460,---
930,2.169633,0.000001000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=1248338 Ack=1 Win=262144 Len=1460,---
931,2.169633,0.000000000,192.168.10.184,192.168.10.196,1460,185420,262144,52343  >  5201 [ACK] Seq=1249798 Ack=1 Win=262144 Len=1460,---
932,2.169634,0.000001000,192.168.10.184,192.168.10.196,1460,186880,262144,52343  >  5201 [ACK] Seq=1251258 Ack=1 Win=262144 Len=1460,---
933,2.169634,0.000000000,192.168.10.184,192.168.10.196,1460,188340,262144,52343  >  5201 [ACK] Seq=1252718 Ack=1 Win=262144 Len=1460,---
934,2.169635,0.000001000,192.168.10.184,192.168.10.196,1460,189800,262144,52343  >  5201 [ACK] Seq=1254178 Ack=1 Win=262144 Len=1460,---
935,2.169635,0.000000000,192.168.10.184,192.168.10.196,1460,191260,262144,52343  >  5201 [ACK] Seq=1255638 Ack=1 Win=262144 Len=1460,---
936,2.169635,0.000000000,192.168.10.184,192.168.10.196,1460,192720,262144,52343  >  5201 [ACK] Seq=1257098 Ack=1 Win=262144 Len=1460,---
937,2.169636,0.000001000,192.168.10.184,192.168.10.196,1460,194180,262144,52343  >  5201 [ACK] Seq=1258558 Ack=1 Win=262144 Len=1460,---
938,2.169636,0.000000000,192.168.10.184,192.168.10.196,1460,195640,262144,52343  >  5201 [ACK] Seq=1260018 Ack=1 Win=262144 Len=1460,---
939,2.169637,0.000001000,192.168.10.184,192.168.10.196,1460,197100,262144,52343  >  5201 [ACK] Seq=1261478 Ack=1 Win=262144 Len=1460,---
940,2.169637,0.000000000,192.168.10.184,192.168.10.196,1460,198560,262144,52343  >  5201 [ACK] Seq=1262938 Ack=1 Win=262144 Len=1460,---
941,2.169638,0.000001000,192.168.10.184,192.168.10.196,1460,200020,262144,52343  >  5201 [ACK] Seq=1264398 Ack=1 Win=262144 Len=1460,---
942,2.169638,0.000000000,192.168.10.184,192.168.10.196,1460,201480,262144,52343  >  5201 [ACK] Seq=1265858 Ack=1 Win=262144 Len=1460,---
943,2.169639,0.000001000,192.168.10.184,192.168.10.196,1460,202940,262144,52343  >  5201 [ACK] Seq=1267318 Ack=1 Win=262144 Len=1460,---
944,2.169639,0.000000000,192.168.10.184,192.168.10.196,1460,204400,262144,52343  >  5201 [ACK] Seq=1268778 Ack=1 Win=262144 Len=1460,---
945,2.169639,0.000000000,192.168.10.184,192.168.10.196,1460,205860,262144,52343  >  5201 [ACK] Seq=1270238 Ack=1 Win=262144 Len=1460,---
