No.,Time,TCP Delta,Source,Destination,TCP Segment Len,Bytes in flight,Calculated window size,Info,Phase
7767,9.297204,0.000061000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=10293602 Ack=1 Win=262144 Len=1460,CA
7768,9.297205,0.000001000,192.168.10.184,192.168.10.196,1460,185420,262144,52343  >  5201 [ACK] Seq=10295062 Ack=1 Win=262144 Len=1460,CA
7769,9.297205,0.000000000,192.168.10.184,192.168.10.196,1460,186880,262144,52343  >  5201 [ACK] Seq=10296522 Ack=1 Win=262144 Len=1460,CA
7770,9.297205,0.000000000,192.168.10.184,192.168.10.196,1460,188340,262144,52343  >  5201 [ACK] Seq=10297982 Ack=1 Win=262144 Len=1460,CA
7771,9.297205,0.000000000,192.168.10.184,192.168.10.196,1460,189800,262144,52343  >  5201 [ACK] Seq=10299442 Ack=1 Win=262144 Len=1460,CA
7772,9.297206,0.000001000,192.168.10.184,192.168.10.196,1460,191260,262144,52343  >  5201 [ACK] Seq=10300902 Ack=1 Win=262144 Len=1460,CA
7773,9.297206,0.000000000,192.168.10.184,192.168.10.196,1460,192720,262144,52343  >  5201 [ACK] Seq=10302362 Ack=1 Win=262144 Len=1460,CA
7774,9.297206,0.000000000,192.168.10.184,192.168.10.196,1460,194180,262144,52343  >  5201 [ACK] Seq=10303822 Ack=1 Win=262144 Len=1460,CA
7775,9.297206,0.000000000,192.168.10.184,192.168.10.196,1460,195640,262144,52343  >  5201 [ACK] Seq=10305282 Ack=1 Win=262144 Len=1460,CA
7776,9.297207,0.000001000,192.168.10.184,192.168.10.196,1460,197100,262144,52343  >  5201 [ACK] Seq=10306742 Ack=1 Win=262144 Len=1460,CA
7777,9.297232,0.000025000,192.168.10.184,192.168.10.196,1460,198560,262144,52343  >  5201 [ACK] Seq=10308202 Ack=1 Win=262144 Len=1460,CA
7778,9.297232,0.000000000,192.168.10.184,192.168.10.196,1460,200020,262144,52343  >  5201 [ACK] Seq=10309662 Ack=1 Win=262144 Len=1460,CA
7779,9.297233,0.000001000,192.168.10.184,192.168.10.196,1460,201480,262144,52343  >  5201 [ACK] Seq=10311122 Ack=1 Win=262144 Len=1460,CA
7780,9.297233,0.000000000,192.168.10.184,192.168.10.196,1460,202940,262144,52343  >  5201 [ACK] Seq=10312582 Ack=1 Win=262144 Len=1460,CA
7781,9.297233,0.000000000,192.168.10.184,192.168.10.196,1460,204400,262144,52343  >  5201 [ACK] Seq=10314042 Ack=1 Win=262144 Len=1460,CA
7782,9.297233,0.000000000,192.168.10.184,192.168.10.196,1460,205860,262144,52343  >  5201 [ACK] Seq=10315502 Ack=1 Win=262144 Len=1460,CA
7783,9.297233,0.000000000,192.168.10.184,192.168.10.196,1460,207320,262144,52343  >  5201 [ACK] Seq=10316962 Ack=1 Win=262144 Len=1460,CA
7784,9.297234,0.000001000,192.168.10.184,192.168.10.196,1460,208780,262144,52343  >  5201 [ACK] Seq=10318422 Ack=1 Win=262144 Len=1460,CA
7785,9.297234,0.000000000,192.168.10.184,192.168.10.196,1460,210240,262144,52343  >  5201 [ACK] Seq=10319882 Ack=1 Win=262144 Len=1460,CA
7786,9.297234,0.000000000,192.168.10.184,192.168.10.196,1460,211700,262144,52343  >  5201 [ACK] Seq=10321342 Ack=1 Win=262144 Len=1460,CA
7787,9.297869,0.000635000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=10134462 Win=212992 Len=0,CA
7788,9.297909,0.000040000,192.168.10.184,192.168.10.196,1460,189800,262144,52343  >  5201 [ACK] Seq=10322802 Ack=1 Win=262144 Len=1460,CA
7789,9.297909,0.000000000,192.168.10.184,192.168.10.196,1460,191260,262144,52343  >  5201 [ACK] Seq=10324262 Ack=1 Win=262144 Len=1460,CA
7790,9.297909,0.000000000,192.168.10.184,192.168.10.196,1460,192720,262144,52343  >  5201 [ACK] Seq=10325722 Ack=1 Win=262144 Len=1460,CA
7791,9.297910,0.000001000,192.168.10.184,192.168.10.196,1460,194180,262144,52343  >  5201 [ACK] Seq=10327182 Ack=1 Win=262144 Len=1460,CA
7792,9.297910,0.000000000,192.168.10.184,192.168.10.196,1460,195640,262144,52343  >  5201 [ACK] Seq=10328642 Ack=1 Win=262144 Len=1460,CA
7793,9.297910,0.000000000,192.168.10.184,192.168.10.196,1460,197100,262144,52343  >  5201 [ACK] Seq=10330102 Ack=1 Win=262144 Len=1460,CA
7794,9.297910,0.000000000,192.168.10.184,192.168.10.196,1460,198560,262144,52343  >  5201 [ACK] Seq=10331562 Ack=1 Win=262144 Len=1460,CA
7795,9.297931,0.000021000,192.168.10.184,192.168.10.196,1460,200020,262144,52343  >  5201 [ACK] Seq=10333022 Ack=1 Win=262144 Len=1460,CA
7796,9.297932,0.000001000,192.168.10.184,192.168.10.196,1460,201480,262144,52343  >  5201 [ACK] Seq=10334482 Ack=1 Win=262144 Len=1460,CA
7797,9.297932,0.000000000,192.168.10.184,192.168.10.196,1460,202940,262144,52343  >  5201 [ACK] Seq=10335942 Ack=1 Win=262144 Len=1460,CA
7798,9.297932,0.000000000,192.168.10.184,192.168.10.196,1460,204400,262144,52343  >  5201 [ACK] Seq=10337402 Ack=1 Win=262144 Len=1460,CA
7799,9.297932,0.000000000,192.168.10.184,192.168.10.196,1460,205860,262144,52343  >  5201 [ACK] Seq=10338862 Ack=1 Win=262144 Len=1460,CA
7800,9.297933,0.000001000,192.168.10.184,192.168.10.196,1460,207320,262144,52343  >  5201 [ACK] Seq=10340322 Ack=1 Win=262144 Len=1460,CA
7801,9.297933,0.000000000,192.168.10.184,192.168.10.196,1460,208780,262144,52343  >  5201 [ACK] Seq=10341782 Ack=1 Win=262144 Len=1460,CA
7802,9.297933,0.000000000,192.168.10.184,192.168.10.196,1460,210240,262144,52343  >  5201 [ACK] Seq=10343242 Ack=1 Win=262144 Len=1460,CA
7803,9.297933,0.000000000,192.168.10.184,192.168.10.196,1460,211700,262144,52343  >  5201 [ACK] Seq=10344702 Ack=1 Win=262144 Len=1460,CA
7804,9.300047,0.002114000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=10135922 Win=212992 Len=0,CA
7805,9.300065,0.000018000,192.168.10.184,192.168.10.196,1460,211700,262144,52343  >  5201 [ACK] Seq=10346162 Ack=1 Win=262144 Len=1460,CA
7806,9.326015,0.025950000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=10157822 Win=212992 Len=0,CA
7807,9.326110,0.000095000,192.168.10.184,192.168.10.196,1460,191260,262144,52343  >  5201 [ACK] Seq=10347622 Ack=1 Win=262144 Len=1460,CA
7808,9.326110,0.000000000,192.168.10.184,192.168.10.196,1460,192720,262144,52343  >  5201 [ACK] Seq=10349082 Ack=1 Win=262144 Len=1460,CA
7809,9.326111,0.000001000,192.168.10.184,192.168.10.196,1460,194180,262144,52343  >  5201 [ACK] Seq=10350542 Ack=1 Win=262144 Len=1460,CA
7810,9.326111,0.000000000,192.168.10.184,192.168.10.196,1460,195640,262144,52343  >  5201 [ACK] Seq=10352002 Ack=1 Win=262144 Len=1460,CA
7811,9.326111,0.000000000,192.168.10.184,192.168.10.196,1460,197100,262144,52343  >  5201 [ACK] Seq=10353462 Ack=1 Win=262144 Len=1460,CA
7812,9.326112,0.000001000,192.168.10.184,192.168.10.196,1460,198560,262144,52343  >  5201 [ACK] Seq=10354922 Ack=1 Win=262144 Len=1460,CA
7813,9.326112,0.000000000,192.168.10.184,192.168.10.196,1460,200020,262144,52343  >  5201 [ACK] Seq=10356382 Ack=1 Win=262144 Len=1460,CA
7814,9.326112,0.000000000,192.168.10.184,192.168.10.196,1460,201480,262144,52343  >  5201 [ACK] Seq=10357842 Ack=1 Win=262144 Len=1460,CA
7815,9.326112,0.000000000,192.168.10.184,192.168.10.196,1460,202940,262144,52343  >  5201 [ACK] Seq=10359302 Ack=1 Win=262144 Len=1460,CA
7816,9.326112,0.000000000,192.168.10.184,192.168.10.196,1460,204400,262144,52343  >  5201 [ACK] Seq=10360762 Ack=1 Win=262144 Len=1460,CA
7817,9.326113,0.000001000,192.168.10.184,192.168.10.196,1460,205860,262144,52343  >  5201 [ACK] Seq=10362222 Ack=1 Win=262144 Len=1460,CA
7818,9.326113,0.000000000,192.168.10.184,192.168.10.196,1460,207320,262144,52343  >  5201 [ACK] Seq=10363682 Ack=1 Win=262144 Len=1460,CA
7819,9.326113,0.000000000,192.168.10.184,192.168.10.196,1460,208780,262144,52343  >  5201 [ACK] Seq=10365142 Ack=1 Win=262144 Len=1460,CA
7820,9.326113,0.000000000,192.168.10.184,192.168.10.196,1460,210240,262144,52343  >  5201 [ACK] Seq=10366602 Ack=1 Win=262144 Len=1460,CA
7821,9.326114,0.000001000,192.168.10.184,192.168.10.196,1460,211700,262144,52343  >  5201 [ACK] Seq=10368062 Ack=1 Win=262144 Len=1460,CA
7822,9.407367,0.081253000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=10166582 Win=212992 Len=0,CA
7823,9.407493,0.000126000,192.168.10.184,192.168.10.196,1460,204400,262144,52343  >  5201 [ACK] Seq=10369522 Ack=1 Win=262144 Len=1460,CA
7824,9.407494,0.000001000,192.168.10.184,192.168.10.196,1460,205860,262144,52343  >  5201 [ACK] Seq=10370982 Ack=1 Win=262144 Len=1460,CA
7825,9.407495,0.000001000,192.168.10.184,192.168.10.196,1460,207320,262144,52343  >  5201 [ACK] Seq=10372442 Ack=1 Win=262144 Len=1460,CA
7826,9.407495,0.000000000,192.168.10.184,192.168.10.196,1460,208780,262144,52343  >  5201 [ACK] Seq=10373902 Ack=1 Win=262144 Len=1460,CA
7827,9.407496,0.000001000,192.168.10.184,192.168.10.196,1460,210240,262144,52343  >  5201 [ACK] Seq=10375362 Ack=1 Win=262144 Len=1460,CA
7828,9.407497,0.000001000,192.168.10.184,192.168.10.196,1460,211700,262144,52343  >  5201 [ACK] Seq=10376822 Ack=1 Win=262144 Len=1460,CA
7829,9.408290,0.000793000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=10179722 Win=212992 Len=0,CA
7830,9.408432,0.000142000,192.168.10.184,192.168.10.196,1460,200020,262144,52343  >  5201 [ACK] Seq=10378282 Ack=1 Win=262144 Len=1460,CA
7831,9.408433,0.000001000,192.168.10.184,192.168.10.196,1460,201480,262144,52343  >  5201 [ACK] Seq=10379742 Ack=1 Win=262144 Len=1460,CA
7832,9.408434,0.000001000,192.168.10.184,192.168.10.196,1460,202940,262144,52343  >  5201 [ACK] Seq=10381202 Ack=1 Win=262144 Len=1460,CA
7833,9.408434,0.000000000,192.168.10.184,192.168.10.196,1460,204400,262144,52343  >  5201 [ACK] Seq=10382662 Ack=1 Win=262144 Len=1460,CA
7834,9.408435,0.000001000,192.168.10.184,192.168.10.196,1460,205860,262144,52343  >  5201 [ACK] Seq=10384122 Ack=1 Win=262144 Len=1460,CA
7835,9.408436,0.000001000,192.168.10.184,192.168.10.196,1460,207320,262144,52343  >  5201 [ACK] Seq=10385582 Ack=1 Win=262144 Len=1460,CA
7836,9.408436,0.000000000,192.168.10.184,192.168.10.196,1460,208780,262144,52343  >  5201 [ACK] Seq=10387042 Ack=1 Win=262144 Len=1460,CA
7837,9.408437,0.000001000,192.168.10.184,192.168.10.196,1460,210240,262144,52343  >  5201 [ACK] Seq=10388502 Ack=1 Win=262144 Len=1460,CA
7838,9.408438,0.000001000,192.168.10.184,192.168.10.196,1460,211700,262144,52343  >  5201 [ACK] Seq=10389962 Ack=1 Win=262144 Len=1460,CA
7839,9.409394,0.000956000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=10200162 Win=212992 Len=0,CA
7840,9.409551,0.000157000,192.168.10.184,192.168.10.196,1460,192720,262144,52343  >  5201 [ACK] Seq=10391422 Ack=1 Win=262144 Len=1460,CA
7841,9.409552,0.000001000,192.168.10.184,192.168.10.196,1460,194180,262144,52343  >  5201 [ACK] Seq=10392882 Ack=1 Win=262144 Len=1460,CA
7842,9.409553,0.000001000,192.168.10.184,192.168.10.196,1460,195640,262144,52343  >  5201 [ACK] Seq=10394342 Ack=1 Win=262144 Len=1460,CA
7843,9.409554,0.000001000,192.168.10.184,192.168.10.196,1460,197100,262144,52343  >  5201 [ACK] Seq=10395802 Ack=1 Win=262144 Len=1460,CA
7844,9.409554,0.000000000,192.168.10.184,192.168.10.196,1460,198560,262144,52343  >  5201 [ACK] Seq=10397262 Ack=1 Win=262144 Len=1460,CA
7845,9.409555,0.000001000,192.168.10.184,192.168.10.196,1460,200020,262144,52343  >  5201 [ACK] Seq=10398722 Ack=1 Win=262144 Len=1460,CA
7846,9.409556,0.000001000,192.168.10.184,192.168.10.196,1460,201480,262144,52343  >  5201 [ACK] Seq=10400182 Ack=1 Win=262144 Len=1460,CA
7847,9.409556,0.000000000,192.168.10.184,192.168.10.196,1460,202940,262144,52343  >  5201 [ACK] Seq=10401642 Ack=1 Win=262144 Len=1460,CA
7848,9.409557,0.000001000,192.168.10.184,192.168.10.196,1460,204400,262144,52343  >  5201 [ACK] Seq=10403102 Ack=1 Win=262144 Len=1460,CA
7849,9.409558,0.000001000,192.168.10.184,192.168.10.196,1460,205860,262144,52343  >  5201 [ACK] Seq=10404562 Ack=1 Win=262144 Len=1460,CA
7850,9.409558,0.000000000,192.168.10.184,192.168.10.196,1460,207320,262144,52343  >  5201 [ACK] Seq=10406022 Ack=1 Win=262144 Len=1460,CA
7851,9.409559,0.000001000,192.168.10.184,192.168.10.196,1460,208780,262144,52343  >  5201 [ACK] Seq=10407482 Ack=1 Win=262144 Len=1460,CA
7852,9.409559,0.000000000,192.168.10.184,192.168.10.196,1460,210240,262144,52343  >  5201 [ACK] Seq=10408942 Ack=1 Win=262144 Len=1460,CA
7853,9.409560,0.000001000,192.168.10.184,192.168.10.196,1460,211700,262144,52343  >  5201 [ACK] Seq=10410402 Ack=1 Win=262144 Len=1460,CA
7854,9.410781,0.001221000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=10246882 Win=212992 Len=0,CA
7855,9.411002,0.000221000,192.168.10.184,192.168.10.196,1460,166440,262144,52343  >  5201 [ACK] Seq=10411862 Ack=1 Win=262144 Len=1460,CA
7856,9.411003,0.000001000,192.168.10.184,192.168.10.196,1460,167900,262144,52343  >  5201 [ACK] Seq=10413322 Ack=1 Win=262144 Len=1460,CA
7857,9.411003,0.000000000,192.168.10.184,192.168.10.196,1460,169360,262144,52343  >  5201 [ACK] Seq=10414782 Ack=1 Win=262144 Len=1460,CA
7858,9.411004,0.000001000,192.168.10.184,192.168.10.196,1460,170820,262144,52343  >  5201 [ACK] Seq=10416242 Ack=1 Win=262144 Len=1460,CA
7859,9.411005,0.000001000,192.168.10.184,192.168.10.196,1460,172280,262144,52343  >  5201 [ACK] Seq=10417702 Ack=1 Win=262144 Len=1460,CA
7860,9.411006,0.000001000,192.168.10.184,192.168.10.196,1460,173740,262144,52343  >  5201 [ACK] Seq=10419162 Ack=1 Win=262144 Len=1460,CA
7861,9.411006,0.000000000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=10420622 Ack=1 Win=262144 Len=1460,CA
7862,9.411007,0.000001000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=10422082 Ack=1 Win=262144 Len=1460,CA
7863,9.411008,0.000001000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=10423542 Ack=1 Win=262144 Len=1460,CA
7864,9.411008,0.000000000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=10425002 Ack=1 Win=262144 Len=1460,CA
7865,9.411009,0.000001000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=10426462 Ack=1 Win=262144 Len=1460,CA
7866,9.411009,0.000000000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=10427922 Ack=1 Win=262144 Len=1460,CA
7867,9.411010,0.000001000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=10429382 Ack=1 Win=262144 Len=1460,CA
7868,9.411011,0.000001000,192.168.10.184,192.168.10.196,1460,185420,262144,52343  >  5201 [ACK] Seq=10430842 Ack=1 Win=262144 Len=1460,CA
7869,9.411012,0.000001000,192.168.10.184,192.168.10.196,1460,186880,262144,52343  >  5201 [ACK] Seq=10432302 Ack=1 Win=262144 Len=1460,CA
7870,9.411012,0.000000000,192.168.10.184,192.168.10.196,1460,188340,262144,52343  >  5201 [ACK] Seq=10433762 Ack=1 Win=262144 Len=1460,CA
7871,9.411013,0.000001000,192.168.10.184,192.168.10.196,1460,189800,262144,52343  >  5201 [ACK] Seq=10435222 Ack=1 Win=262144 Len=1460,CA
7872,9.411013,0.000000000,192.168.10.184,192.168.10.196,1460,191260,262144,52343  >  5201 [ACK] Seq=10436682 Ack=1 Win=262144 Len=1460,CA
7873,9.411014,0.000001000,192.168.10.184,192.168.10.196,1460,192720,262144,52343  >  5201 [ACK] Seq=10438142 Ack=1 Win=262144 Len=1460,CA
7874,9.411015,0.000001000,192.168.10.184,192.168.10.196,1460,194180,262144,52343  >  5201 [ACK] Seq=10439602 Ack=1 Win=262144 Len=1460,CA
7875,9.411015,0.000000000,192.168.10.184,192.168.10.196,1460,195640,262144,52343  >  5201 [ACK] Seq=10441062 Ack=1 Win=262144 Len=1460,CA
7876,9.411016,0.000001000,192.168.10.184,192.168.10.196,1460,197100,262144,52343  >  5201 [ACK] Seq=10442522 Ack=1 Win=262144 Len=1460,CA
7877,9.411017,0.000001000,192.168.10.184,192.168.10.196,1460,198560,262144,52343  >  5201 [ACK] Seq=10443982 Ack=1 Win=262144 Len=1460,CA
7878,9.411018,0.000001000,192.168.10.184,192.168.10.196,1460,200020,262144,52343  >  5201 [ACK] Seq=10445442 Ack=1 Win=262144 Len=1460,CA
7879,9.411018,0.000000000,192.168.10.184,192.168.10.196,1460,201480,262144,52343  >  5201 [ACK] Seq=10446902 Ack=1 Win=262144 Len=1460,CA
7880,9.411019,0.000001000,192.168.10.184,192.168.10.196,1460,202940,262144,52343  >  5201 [ACK] Seq=10448362 Ack=1 Win=262144 Len=1460,CA
7881,9.411020,0.000001000,192.168.10.184,192.168.10.196,1460,204400,262144,52343  >  5201 [ACK] Seq=10449822 Ack=1 Win=262144 Len=1460,CA
7882,9.411020,0.000000000,192.168.10.184,192.168.10.196,1460,205860,262144,52343  >  5201 [ACK] Seq=10451282 Ack=1 Win=262144 Len=1460,CA
7883,9.411021,0.000001000,192.168.10.184,192.168.10.196,1460,207320,262144,52343  >  5201 [ACK] Seq=10452742 Ack=1 Win=262144 Len=1460,CA
7884,9.411022,0.000001000,192.168.10.184,192.168.10.196,1460,208780,262144,52343  >  5201 [ACK] Seq=10454202 Ack=1 Win=262144 Len=1460,CA
7885,9.411022,0.000000000,192.168.10.184,192.168.10.196,1460,210240,262144,52343  >  5201 [ACK] Seq=10455662 Ack=1 Win=262144 Len=1460,CA
7886,9.411023,0.000001000,192.168.10.184,192.168.10.196,1460,211700,262144,52343  >  5201 [ACK] Seq=10457122 Ack=1 Win=262144 Len=1460,CA
7887,9.412836,0.001813000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=10252722 Win=212992 Len=0,CA
7888,9.412959,0.000123000,192.168.10.184,192.168.10.196,1460,207320,262144,52343  >  5201 [ACK] Seq=10458582 Ack=1 Win=262144 Len=1460,CA
7889,9.412959,0.000000000,192.168.10.184,192.168.10.196,1460,208780,262144,52343  >  5201 [ACK] Seq=10460042 Ack=1 Win=262144 Len=1460,CA
7890,9.412960,0.000001000,192.168.10.184,192.168.10.196,1460,210240,262144,52343  >  5201 [ACK] Seq=10461502 Ack=1 Win=262144 Len=1460,CA
7891,9.412961,0.000001000,192.168.10.184,192.168.10.196,1460,211700,262144,52343  >  5201 [ACK] Seq=10462962 Ack=1 Win=262144 Len=1460,CA
7892,9.414103,0.001142000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=10276082 Win=212992 Len=0,CA
7893,9.414314,0.000211000,192.168.10.184,192.168.10.196,1460,189800,262144,52343  >  5201 [ACK] Seq=10464422 Ack=1 Win=262144 Len=1460,CA
7894,9.414315,0.000001000,192.168.10.184,192.168.10.196,1460,191260,262144,52343  >  5201 [ACK] Seq=10465882 Ack=1 Win=262144 Len=1460,CA
7895,9.414316,0.000001000,192.168.10.184,192.168.10.196,1460,192720,262144,52343  >  5201 [ACK] Seq=10467342 Ack=1 Win=262144 Len=1460,CA
7896,9.414316,0.000000000,192.168.10.184,192.168.10.196,1460,194180,262144,52343  >  5201 [ACK] Seq=10468802 Ack=1 Win=262144 Len=1460,CA
7897,9.414317,0.000001000,192.168.10.184,192.168.10.196,1460,195640,262144,52343  >  5201 [ACK] Seq=10470262 Ack=1 Win=262144 Len=1460,CA
7898,9.414318,0.000001000,192.168.10.184,192.168.10.196,1460,197100,262144,52343  >  5201 [ACK] Seq=10471722 Ack=1 Win=262144 Len=1460,CA
7899,9.414318,0.000000000,192.168.10.184,192.168.10.196,1460,198560,262144,52343  >  5201 [ACK] Seq=10473182 Ack=1 Win=262144 Len=1460,CA
7900,9.414319,0.000001000,192.168.10.184,192.168.10.196,1460,200020,262144,52343  >  5201 [ACK] Seq=10474642 Ack=1 Win=262144 Len=1460,CA
7901,9.414320,0.000001000,192.168.10.184,192.168.10.196,1460,201480,262144,52343  >  5201 [ACK] Seq=10476102 Ack=1 Win=262144 Len=1460,CA
7902,9.414320,0.000000000,192.168.10.184,192.168.10.196,1460,202940,262144,52343  >  5201 [ACK] Seq=10477562 Ack=1 Win=262144 Len=1460,CA
7903,9.414321,0.000001000,192.168.10.184,192.168.10.196,1460,204400,262144,52343  >  5201 [ACK] Seq=10479022 Ack=1 Win=262144 Len=1460,CA
7904,9.414321,0.000000000,192.168.10.184,192.168.10.196,1460,205860,262144,52343  >  5201 [ACK] Seq=10480482 Ack=1 Win=262144 Len=1460,CA
7905,9.414322,0.000001000,192.168.10.184,192.168.10.196,1460,207320,262144,52343  >  5201 [ACK] Seq=10481942 Ack=1 Win=262144 Len=1460,CA
7906,9.414323,0.000001000,192.168.10.184,192.168.10.196,1460,208780,262144,52343  >  5201 [ACK] Seq=10483402 Ack=1 Win=262144 Len=1460,CA
7907,9.414324,0.000001000,192.168.10.184,192.168.10.196,1460,210240,262144,52343  >  5201 [ACK] Seq=10484862 Ack=1 Win=262144 Len=1460,CA
7908,9.414324,0.000000000,192.168.10.184,192.168.10.196,1460,211700,262144,52343  >  5201 [ACK] Seq=10486322 Ack=1 Win=262144 Len=1460,CA
7909,9.415351,0.001027000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=10299442 Win=212992 Len=0,CA
7910,9.415517,0.000166000,192.168.10.184,192.168.10.196,1460,189800,262144,52343  >  5201 [ACK] Seq=10487782 Ack=1 Win=262144 Len=1460,CA
7911,9.415518,0.000001000,192.168.10.184,192.168.10.196,1460,191260,262144,52343  >  5201 [ACK] Seq=10489242 Ack=1 Win=262144 Len=1460,CA
7912,9.415518,0.000000000,192.168.10.184,192.168.10.196,1460,192720,262144,52343  >  5201 [ACK] Seq=10490702 Ack=1 Win=262144 Len=1460,CA
7913,9.415519,0.000001000,192.168.10.184,192.168.10.196,1460,194180,262144,52343  >  5201 [ACK] Seq=10492162 Ack=1 Win=262144 Len=1460,CA
7914,9.415520,0.000001000,192.168.10.184,192.168.10.196,1460,195640,262144,52343  >  5201 [ACK] Seq=10493622 Ack=1 Win=262144 Len=1460,CA
7915,9.415521,0.000001000,192.168.10.184,192.168.10.196,1460,197100,262144,52343  >  5201 [ACK] Seq=10495082 Ack=1 Win=262144 Len=1460,CA
7916,9.415521,0.000000000,192.168.10.184,192.168.10.196,1460,198560,262144,52343  >  5201 [ACK] Seq=10496542 Ack=1 Win=262144 Len=1460,CA
7917,9.415522,0.000001000,192.168.10.184,192.168.10.196,1460,200020,262144,52343  >  5201 [ACK] Seq=10498002 Ack=1 Win=262144 Len=1460,CA
7918,9.415522,0.000000000,192.168.10.184,192.168.10.196,1460,201480,262144,52343  >  5201 [ACK] Seq=10499462 Ack=1 Win=262144 Len=1460,CA
7919,9.415523,0.000001000,192.168.10.184,192.168.10.196,1460,202940,262144,52343  >  5201 [ACK] Seq=10500922 Ack=1 Win=262144 Len=1460,CA
7920,9.415524,0.000001000,192.168.10.184,192.168.10.196,1460,204400,262144,52343  >  5201 [ACK] Seq=10502382 Ack=1 Win=262144 Len=1460,CA
7921,9.415524,0.000000000,192.168.10.184,192.168.10.196,1460,205860,262144,52343  >  5201 [ACK] Seq=10503842 Ack=1 Win=262144 Len=1460,CA
7922,9.415525,0.000001000,192.168.10.184,192.168.10.196,1460,207320,262144,52343  >  5201 [ACK] Seq=10505302 Ack=1 Win=262144 Len=1460,CA
7923,9.415526,0.000001000,192.168.10.184,192.168.10.196,1460,208780,262144,52343  >  5201 [ACK] Seq=10506762 Ack=1 Win=262144 Len=1460,CA
7924,9.415526,0.000000000,192.168.10.184,192.168.10.196,1460,210240,262144,52343  >  5201 [ACK] Seq=10508222 Ack=1 Win=262144 Len=1460,CA
7925,9.415527,0.000001000,192.168.10.184,192.168.10.196,1460,211700,262144,52343  >  5201 [ACK] Seq=10509682 Ack=1 Win=262144 Len=1460,CA
7926,9.419090,0.003563000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=10346162 Win=212992 Len=0,CA
7927,9.419359,0.000269000,192.168.10.184,192.168.10.196,1460,166440,262144,52343  >  5201 [ACK] Seq=10511142 Ack=1 Win=262144 Len=1460,CA
7928,9.419360,0.000001000,192.168.10.184,192.168.10.196,1460,167900,262144,52343  >  5201 [ACK] Seq=10512602 Ack=1 Win=262144 Len=1460,CA
7929,9.419361,0.000001000,192.168.10.184,192.168.10.196,1460,169360,262144,52343  >  5201 [ACK] Seq=10514062 Ack=1 Win=262144 Len=1460,CA
7930,9.419362,0.000001000,192.168.10.184,192.168.10.196,1460,170820,262144,52343  >  5201 [ACK] Seq=10515522 Ack=1 Win=262144 Len=1460,CA
7931,9.419362,0.000000000,192.168.10.184,192.168.10.196,1460,172280,262144,52343  >  5201 [ACK] Seq=10516982 Ack=1 Win=262144 Len=1460,CA
7932,9.419363,0.000001000,192.168.10.184,192.168.10.196,1460,173740,262144,52343  >  5201 [ACK] Seq=10518442 Ack=1 Win=262144 Len=1460,CA
7933,9.419364,0.000001000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=10519902 Ack=1 Win=262144 Len=1460,CA
7934,9.419365,0.000001000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=10521362 Ack=1 Win=262144 Len=1460,CA
7935,9.419365,0.000000000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=10522822 Ack=1 Win=262144 Len=1460,CA
7936,9.419366,0.000001000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=10524282 Ack=1 Win=262144 Len=1460,CA
7937,9.419367,0.000001000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=10525742 Ack=1 Win=262144 Len=1460,CA
7938,9.419368,0.000001000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=10527202 Ack=1 Win=262144 Len=1460,CA
