"No.","Time","Source","Destination","Protocol","Length","Bytes in flight","Time since previous frame in this TCP stream","TCP Segment Len","Calculated window size","Info"
"7271","8.888986","192.168.10.184","192.168.10.196","TCP","1514","191260","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9630762 Ack=1 Win=262144 Len=1460"
"7272","8.888987","192.168.10.184","192.168.10.196","TCP","1514","192720","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9632222 Ack=1 Win=262144 Len=1460"
"7273","8.888988","192.168.10.184","192.168.10.196","TCP","1514","194180","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9633682 Ack=1 Win=262144 Len=1460"
"7274","8.888989","192.168.10.184","192.168.10.196","TCP","1514","195640","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9635142 Ack=1 Win=262144 Len=1460"
"7275","8.888989","192.168.10.184","192.168.10.196","TCP","1514","197100","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9636602 Ack=1 Win=262144 Len=1460"
"7276","8.888990","192.168.10.184","192.168.10.196","TCP","1514","198560","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9638062 Ack=1 Win=262144 Len=1460"
"7277","8.888991","192.168.10.184","192.168.10.196","TCP","1514","200020","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9639522 Ack=1 Win=262144 Len=1460"
"7278","8.888991","192.168.10.184","192.168.10.196","TCP","1514","201480","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9640982 Ack=1 Win=262144 Len=1460"
"7279","8.888992","192.168.10.184","192.168.10.196","TCP","1514","202940","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9642442 Ack=1 Win=262144 Len=1460"
"7280","8.888992","192.168.10.184","192.168.10.196","TCP","1514","204400","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9643902 Ack=1 Win=262144 Len=1460"
"7281","8.888993","192.168.10.184","192.168.10.196","TCP","1514","205860","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9645362 Ack=1 Win=262144 Len=1460"
"7282","8.888994","192.168.10.184","192.168.10.196","TCP","1514","207320","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9646822 Ack=1 Win=262144 Len=1460"
"7283","8.888994","192.168.10.184","192.168.10.196","TCP","1514","208780","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9648282 Ack=1 Win=262144 Len=1460"
"7284","8.888995","192.168.10.184","192.168.10.196","TCP","1514","210240","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9649742 Ack=1 Win=262144 Len=1460"
"7285","8.889435","192.168.10.196","192.168.10.184","TCP","54","","0.000440000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=9448262 Win=212992 Len=0"
"7286","8.889559","192.168.10.184","192.168.10.196","TCP","1514","204400","0.000124000","1460","262144","52343  >  5201 [ACK] Seq=9651202 Ack=1 Win=262144 Len=1460"
"7287","8.889560","192.168.10.184","192.168.10.196","TCP","1514","205860","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9652662 Ack=1 Win=262144 Len=1460"
"7288","8.889561","192.168.10.184","192.168.10.196","TCP","1514","207320","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9654122 Ack=1 Win=262144 Len=1460"
"7289","8.889561","192.168.10.184","192.168.10.196","TCP","1514","208780","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9655582 Ack=1 Win=262144 Len=1460"
"7290","8.889562","192.168.10.184","192.168.10.196","TCP","1514","210240","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9657042 Ack=1 Win=262144 Len=1460"
"7291","8.891492","192.168.10.196","192.168.10.184","TCP","54","","0.001930000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=9477462 Win=212992 Len=0"
"7292","8.891721","192.168.10.184","192.168.10.196","TCP","1514","182500","0.000229000","1460","262144","52343  >  5201 [ACK] Seq=9658502 Ack=1 Win=262144 Len=1460"
"7293","8.891722","192.168.10.184","192.168.10.196","TCP","1514","183960","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9659962 Ack=1 Win=262144 Len=1460"
"7294","8.891722","192.168.10.184","192.168.10.196","TCP","1514","185420","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9661422 Ack=1 Win=262144 Len=1460"
"7295","8.891723","192.168.10.184","192.168.10.196","TCP","1514","186880","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9662882 Ack=1 Win=262144 Len=1460"
"7296","8.891724","192.168.10.184","192.168.10.196","TCP","1514","188340","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9664342 Ack=1 Win=262144 Len=1460"
"7297","8.891724","192.168.10.184","192.168.10.196","TCP","1514","189800","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9665802 Ack=1 Win=262144 Len=1460"
"7298","8.891725","192.168.10.184","192.168.10.196","TCP","1514","191260","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9667262 Ack=1 Win=262144 Len=1460"
"7299","8.891726","192.168.10.184","192.168.10.196","TCP","1514","192720","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9668722 Ack=1 Win=262144 Len=1460"
"7300","8.891726","192.168.10.184","192.168.10.196","TCP","1514","194180","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9670182 Ack=1 Win=262144 Len=1460"
"7301","8.891727","192.168.10.184","192.168.10.196","TCP","1514","195640","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9671642 Ack=1 Win=262144 Len=1460"
"7302","8.891728","192.168.10.184","192.168.10.196","TCP","1514","197100","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9673102 Ack=1 Win=262144 Len=1460"
"7303","8.891729","192.168.10.184","192.168.10.196","TCP","1514","198560","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9674562 Ack=1 Win=262144 Len=1460"
"7304","8.891729","192.168.10.184","192.168.10.196","TCP","1514","200020","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9676022 Ack=1 Win=262144 Len=1460"
"7305","8.891730","192.168.10.184","192.168.10.196","TCP","1514","201480","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9677482 Ack=1 Win=262144 Len=1460"
"7306","8.891731","192.168.10.184","192.168.10.196","TCP","1514","202940","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9678942 Ack=1 Win=262144 Len=1460"
"7307","8.891731","192.168.10.184","192.168.10.196","TCP","1514","204400","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9680402 Ack=1 Win=262144 Len=1460"
"7308","8.891732","192.168.10.184","192.168.10.196","TCP","1514","205860","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9681862 Ack=1 Win=262144 Len=1460"
"7309","8.891733","192.168.10.184","192.168.10.196","TCP","1514","207320","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9683322 Ack=1 Win=262144 Len=1460"
"7310","8.891733","192.168.10.184","192.168.10.196","TCP","1514","208780","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9684782 Ack=1 Win=262144 Len=1460"
"7311","8.891734","192.168.10.184","192.168.10.196","TCP","1514","210240","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9686242 Ack=1 Win=262144 Len=1460"
"7312","8.893031","192.168.10.196","192.168.10.184","TCP","54","","0.001297000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=9502282 Win=212992 Len=0"
"7313","8.893199","192.168.10.184","192.168.10.196","TCP","1514","186880","0.000168000","1460","262144","52343  >  5201 [ACK] Seq=9687702 Ack=1 Win=262144 Len=1460"
"7314","8.893200","192.168.10.184","192.168.10.196","TCP","1514","188340","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9689162 Ack=1 Win=262144 Len=1460"
"7315","8.893200","192.168.10.184","192.168.10.196","TCP","1514","189800","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9690622 Ack=1 Win=262144 Len=1460"
"7316","8.893202","192.168.10.184","192.168.10.196","TCP","1514","191260","0.000002000","1460","262144","52343  >  5201 [ACK] Seq=9692082 Ack=1 Win=262144 Len=1460"
"7317","8.893202","192.168.10.184","192.168.10.196","TCP","1514","192720","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9693542 Ack=1 Win=262144 Len=1460"
"7318","8.893203","192.168.10.184","192.168.10.196","TCP","1514","194180","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9695002 Ack=1 Win=262144 Len=1460"
"7319","8.893203","192.168.10.184","192.168.10.196","TCP","1514","195640","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9696462 Ack=1 Win=262144 Len=1460"
"7320","8.893204","192.168.10.184","192.168.10.196","TCP","1514","197100","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9697922 Ack=1 Win=262144 Len=1460"
"7321","8.893205","192.168.10.184","192.168.10.196","TCP","1514","198560","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9699382 Ack=1 Win=262144 Len=1460"
"7322","8.893205","192.168.10.184","192.168.10.196","TCP","1514","200020","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9700842 Ack=1 Win=262144 Len=1460"
"7323","8.893206","192.168.10.184","192.168.10.196","TCP","1514","201480","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9702302 Ack=1 Win=262144 Len=1460"
"7324","8.893207","192.168.10.184","192.168.10.196","TCP","1514","202940","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9703762 Ack=1 Win=262144 Len=1460"
"7325","8.893207","192.168.10.184","192.168.10.196","TCP","1514","204400","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9705222 Ack=1 Win=262144 Len=1460"
"7326","8.893208","192.168.10.184","192.168.10.196","TCP","1514","205860","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9706682 Ack=1 Win=262144 Len=1460"
"7327","8.893209","192.168.10.184","192.168.10.196","TCP","1514","207320","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9708142 Ack=1 Win=262144 Len=1460"
"7328","8.893210","192.168.10.184","192.168.10.196","TCP","1514","208780","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9709602 Ack=1 Win=262144 Len=1460"
"7329","8.893210","192.168.10.184","192.168.10.196","TCP","1514","210240","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9711062 Ack=1 Win=262144 Len=1460"
"7330","8.959297","192.168.10.196","192.168.10.184","TCP","54","","0.066087000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=9518342 Win=212992 Len=0"
"7331","8.959370","192.168.10.184","192.168.10.196","TCP","1514","195640","0.000073000","1460","262144","52343  >  5201 [ACK] Seq=9712522 Ack=1 Win=262144 Len=1460"
"7332","8.959371","192.168.10.184","192.168.10.196","TCP","1514","197100","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9713982 Ack=1 Win=262144 Len=1460"
"7333","8.959371","192.168.10.184","192.168.10.196","TCP","1514","198560","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9715442 Ack=1 Win=262144 Len=1460"
"7334","8.959371","192.168.10.184","192.168.10.196","TCP","1514","200020","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9716902 Ack=1 Win=262144 Len=1460"
"7335","8.959372","192.168.10.184","192.168.10.196","TCP","1514","201480","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9718362 Ack=1 Win=262144 Len=1460"
"7336","8.959372","192.168.10.184","192.168.10.196","TCP","1514","202940","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9719822 Ack=1 Win=262144 Len=1460"
"7337","8.959372","192.168.10.184","192.168.10.196","TCP","1514","204400","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9721282 Ack=1 Win=262144 Len=1460"
"7338","8.959372","192.168.10.184","192.168.10.196","TCP","1514","205860","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9722742 Ack=1 Win=262144 Len=1460"
"7339","8.959373","192.168.10.184","192.168.10.196","TCP","1514","207320","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9724202 Ack=1 Win=262144 Len=1460"
"7340","8.959373","192.168.10.184","192.168.10.196","TCP","1514","208780","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9725662 Ack=1 Win=262144 Len=1460"
"7341","8.959373","192.168.10.184","192.168.10.196","TCP","1514","210240","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9727122 Ack=1 Win=262144 Len=1460"
"7342","8.960101","192.168.10.196","192.168.10.184","TCP","54","","0.000728000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=9524182 Win=212992 Len=0"
"7343","8.960140","192.168.10.184","192.168.10.196","TCP","1514","205860","0.000039000","1460","262144","52343  >  5201 [ACK] Seq=9728582 Ack=1 Win=262144 Len=1460"
"7344","8.960141","192.168.10.184","192.168.10.196","TCP","1514","207320","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9730042 Ack=1 Win=262144 Len=1460"
"7345","8.960141","192.168.10.184","192.168.10.196","TCP","1514","208780","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9731502 Ack=1 Win=262144 Len=1460"
"7346","8.960141","192.168.10.184","192.168.10.196","TCP","1514","210240","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9732962 Ack=1 Win=262144 Len=1460"
"7347","9.000868","192.168.10.196","192.168.10.184","TCP","54","","0.040727000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=9532942 Win=212992 Len=0"
"7348","9.000930","192.168.10.184","192.168.10.196","TCP","1514","202940","0.000062000","1460","262144","52343  >  5201 [ACK] Seq=9734422 Ack=1 Win=262144 Len=1460"
"7349","9.000930","192.168.10.184","192.168.10.196","TCP","1514","204400","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9735882 Ack=1 Win=262144 Len=1460"
"7350","9.000930","192.168.10.184","192.168.10.196","TCP","1514","205860","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9737342 Ack=1 Win=262144 Len=1460"
"7351","9.000931","192.168.10.184","192.168.10.196","TCP","1514","207320","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9738802 Ack=1 Win=262144 Len=1460"
"7352","9.000931","192.168.10.184","192.168.10.196","TCP","1514","208780","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9740262 Ack=1 Win=262144 Len=1460"
"7353","9.000931","192.168.10.184","192.168.10.196","TCP","1514","210240","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9741722 Ack=1 Win=262144 Len=1460"
"7354","9.001548","192.168.10.196","192.168.10.184","TCP","54","","0.000617000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=9547542 Win=212992 Len=0"
"7355","9.001592","192.168.10.184","192.168.10.196","TCP","1514","197100","0.000044000","1460","262144","52343  >  5201 [ACK] Seq=9743182 Ack=1 Win=262144 Len=1460"
"7356","9.001592","192.168.10.184","192.168.10.196","TCP","1514","198560","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9744642 Ack=1 Win=262144 Len=1460"
"7357","9.001593","192.168.10.184","192.168.10.196","TCP","1514","200020","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9746102 Ack=1 Win=262144 Len=1460"
"7358","9.001593","192.168.10.184","192.168.10.196","TCP","1514","201480","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9747562 Ack=1 Win=262144 Len=1460"
"7359","9.001593","192.168.10.184","192.168.10.196","TCP","1514","202940","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9749022 Ack=1 Win=262144 Len=1460"
"7360","9.001594","192.168.10.184","192.168.10.196","TCP","1514","204400","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9750482 Ack=1 Win=262144 Len=1460"
"7361","9.001594","192.168.10.184","192.168.10.196","TCP","1514","205860","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9751942 Ack=1 Win=262144 Len=1460"
"7362","9.001594","192.168.10.184","192.168.10.196","TCP","1514","207320","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9753402 Ack=1 Win=262144 Len=1460"
"7363","9.001595","192.168.10.184","192.168.10.196","TCP","1514","208780","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9754862 Ack=1 Win=262144 Len=1460"
"7364","9.001595","192.168.10.184","192.168.10.196","TCP","1514","210240","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9756322 Ack=1 Win=262144 Len=1460"
"7365","9.003727","192.168.10.196","192.168.10.184","TCP","54","","0.002132000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=9565062 Win=212992 Len=0"
"7366","9.003770","192.168.10.184","192.168.10.196","TCP","1514","194180","0.000043000","1460","262144","52343  >  5201 [ACK] Seq=9757782 Ack=1 Win=262144 Len=1460"
"7367","9.003771","192.168.10.184","192.168.10.196","TCP","1514","195640","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9759242 Ack=1 Win=262144 Len=1460"
"7368","9.003771","192.168.10.184","192.168.10.196","TCP","1514","197100","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9760702 Ack=1 Win=262144 Len=1460"
"7369","9.003771","192.168.10.184","192.168.10.196","TCP","1514","198560","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9762162 Ack=1 Win=262144 Len=1460"
"7370","9.003772","192.168.10.184","192.168.10.196","TCP","1514","200020","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9763622 Ack=1 Win=262144 Len=1460"
"7371","9.003772","192.168.10.184","192.168.10.196","TCP","1514","201480","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9765082 Ack=1 Win=262144 Len=1460"
"7372","9.003772","192.168.10.184","192.168.10.196","TCP","1514","202940","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9766542 Ack=1 Win=262144 Len=1460"
"7373","9.003773","192.168.10.184","192.168.10.196","TCP","1514","204400","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9768002 Ack=1 Win=262144 Len=1460"
"7374","9.003773","192.168.10.184","192.168.10.196","TCP","1514","205860","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9769462 Ack=1 Win=262144 Len=1460"
"7375","9.003773","192.168.10.184","192.168.10.196","TCP","1514","207320","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9770922 Ack=1 Win=262144 Len=1460"
"7376","9.003774","192.168.10.184","192.168.10.196","TCP","1514","208780","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9772382 Ack=1 Win=262144 Len=1460"
"7377","9.003774","192.168.10.184","192.168.10.196","TCP","1514","210240","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9773842 Ack=1 Win=262144 Len=1460"
"7378","9.003774","192.168.10.184","192.168.10.196","TCP","1514","211700","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9775302 Ack=1 Win=262144 Len=1460"
"7379","9.004162","192.168.10.196","192.168.10.184","TCP","54","","0.000388000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=9570902 Win=212992 Len=0"
"7380","9.004194","192.168.10.184","192.168.10.196","TCP","1514","207320","0.000032000","1460","262144","52343  >  5201 [ACK] Seq=9776762 Ack=1 Win=262144 Len=1460"
"7381","9.004194","192.168.10.184","192.168.10.196","TCP","1514","208780","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9778222 Ack=1 Win=262144 Len=1460"
"7382","9.004195","192.168.10.184","192.168.10.196","TCP","1514","210240","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9779682 Ack=1 Win=262144 Len=1460"
"7383","9.004195","192.168.10.184","192.168.10.196","TCP","1514","211700","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9781142 Ack=1 Win=262144 Len=1460"
"7384","9.008034","192.168.10.196","192.168.10.184","TCP","54","","0.003839000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=9600102 Win=212992 Len=0"
"7385","9.008125","192.168.10.184","192.168.10.196","TCP","1514","183960","0.000091000","1460","262144","52343  >  5201 [ACK] Seq=9782602 Ack=1 Win=262144 Len=1460"
"7386","9.008125","192.168.10.184","192.168.10.196","TCP","1514","185420","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9784062 Ack=1 Win=262144 Len=1460"
"7387","9.008125","192.168.10.184","192.168.10.196","TCP","1514","186880","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9785522 Ack=1 Win=262144 Len=1460"
"7388","9.008126","192.168.10.184","192.168.10.196","TCP","1514","188340","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9786982 Ack=1 Win=262144 Len=1460"
"7389","9.008126","192.168.10.184","192.168.10.196","TCP","1514","189800","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9788442 Ack=1 Win=262144 Len=1460"
"7390","9.008126","192.168.10.184","192.168.10.196","TCP","1514","191260","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9789902 Ack=1 Win=262144 Len=1460"
"7391","9.008126","192.168.10.184","192.168.10.196","TCP","1514","192720","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9791362 Ack=1 Win=262144 Len=1460"
"7392","9.008127","192.168.10.184","192.168.10.196","TCP","1514","194180","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9792822 Ack=1 Win=262144 Len=1460"
"7393","9.008127","192.168.10.184","192.168.10.196","TCP","1514","195640","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9794282 Ack=1 Win=262144 Len=1460"
"7394","9.008127","192.168.10.184","192.168.10.196","TCP","1514","197100","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9795742 Ack=1 Win=262144 Len=1460"
"7395","9.008128","192.168.10.184","192.168.10.196","TCP","1514","198560","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9797202 Ack=1 Win=262144 Len=1460"
"7396","9.008128","192.168.10.184","192.168.10.196","TCP","1514","200020","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9798662 Ack=1 Win=262144 Len=1460"
"7397","9.008128","192.168.10.184","192.168.10.196","TCP","1514","201480","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9800122 Ack=1 Win=262144 Len=1460"
"7398","9.008129","192.168.10.184","192.168.10.196","TCP","1514","202940","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9801582 Ack=1 Win=262144 Len=1460"
"7399","9.008129","192.168.10.184","192.168.10.196","TCP","1514","204400","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9803042 Ack=1 Win=262144 Len=1460"
"7400","9.008129","192.168.10.184","192.168.10.196","TCP","1514","205860","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9804502 Ack=1 Win=262144 Len=1460"
"7401","9.008130","192.168.10.184","192.168.10.196","TCP","1514","207320","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9805962 Ack=1 Win=262144 Len=1460"
"7402","9.008130","192.168.10.184","192.168.10.196","TCP","1514","208780","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9807422 Ack=1 Win=262144 Len=1460"
"7403","9.008130","192.168.10.184","192.168.10.196","TCP","1514","210240","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9808882 Ack=1 Win=262144 Len=1460"
"7404","9.008130","192.168.10.184","192.168.10.196","TCP","1514","211700","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9810342 Ack=1 Win=262144 Len=1460"
"7405","9.011340","192.168.10.196","192.168.10.184","TCP","54","","0.003210000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=9623462 Win=212992 Len=0"
"7406","9.011457","192.168.10.184","192.168.10.196","TCP","1514","189800","0.000117000","1460","262144","52343  >  5201 [ACK] Seq=9811802 Ack=1 Win=262144 Len=1460"
"7407","9.011458","192.168.10.184","192.168.10.196","TCP","1514","191260","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9813262 Ack=1 Win=262144 Len=1460"
"7408","9.011458","192.168.10.184","192.168.10.196","TCP","1514","192720","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9814722 Ack=1 Win=262144 Len=1460"
"7409","9.011459","192.168.10.184","192.168.10.196","TCP","1514","194180","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9816182 Ack=1 Win=262144 Len=1460"
"7410","9.011459","192.168.10.184","192.168.10.196","TCP","1514","195640","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9817642 Ack=1 Win=262144 Len=1460"
"7411","9.011460","192.168.10.184","192.168.10.196","TCP","1514","197100","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9819102 Ack=1 Win=262144 Len=1460"
"7412","9.011460","192.168.10.184","192.168.10.196","TCP","1514","198560","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9820562 Ack=1 Win=262144 Len=1460"
"7413","9.011461","192.168.10.184","192.168.10.196","TCP","1514","200020","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9822022 Ack=1 Win=262144 Len=1460"
"7414","9.011461","192.168.10.184","192.168.10.196","TCP","1514","201480","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9823482 Ack=1 Win=262144 Len=1460"
"7415","9.011461","192.168.10.184","192.168.10.196","TCP","1514","202940","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9824942 Ack=1 Win=262144 Len=1460"
"7416","9.011462","192.168.10.184","192.168.10.196","TCP","1514","204400","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9826402 Ack=1 Win=262144 Len=1460"
"7417","9.011462","192.168.10.184","192.168.10.196","TCP","1514","205860","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9827862 Ack=1 Win=262144 Len=1460"
"7418","9.011463","192.168.10.184","192.168.10.196","TCP","1514","207320","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9829322 Ack=1 Win=262144 Len=1460"
"7419","9.011463","192.168.10.184","192.168.10.196","TCP","1514","208780","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9830782 Ack=1 Win=262144 Len=1460"
"7420","9.011464","192.168.10.184","192.168.10.196","TCP","1514","210240","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9832242 Ack=1 Win=262144 Len=1460"
"7421","9.011464","192.168.10.184","192.168.10.196","TCP","1514","211700","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9833702 Ack=1 Win=262144 Len=1460"
"7422","9.013434","192.168.10.196","192.168.10.184","TCP","54","","0.001970000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=9651202 Win=212992 Len=0"
"7423","9.013557","192.168.10.184","192.168.10.196","TCP","1514","185420","0.000123000","1460","262144","52343  >  5201 [ACK] Seq=9835162 Ack=1 Win=262144 Len=1460"
"7424","9.013557","192.168.10.184","192.168.10.196","TCP","1514","186880","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9836622 Ack=1 Win=262144 Len=1460"
"7425","9.013558","192.168.10.184","192.168.10.196","TCP","1514","188340","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9838082 Ack=1 Win=262144 Len=1460"
"7426","9.013558","192.168.10.184","192.168.10.196","TCP","1514","189800","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9839542 Ack=1 Win=262144 Len=1460"
"7427","9.013559","192.168.10.184","192.168.10.196","TCP","1514","191260","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9841002 Ack=1 Win=262144 Len=1460"
"7428","9.013559","192.168.10.184","192.168.10.196","TCP","1514","192720","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9842462 Ack=1 Win=262144 Len=1460"
"7429","9.013560","192.168.10.184","192.168.10.196","TCP","1514","194180","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=9843922 Ack=1 Win=262144 Len=1460"
"7430","9.013560","192.168.10.184","192.168.10.196","TCP","1514","195640","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=9845382 Ack=1 Win=262144 Len=1460"
