"No.","Time","Source","Destination","Protocol","Length","Bytes in flight","Time since previous frame in this TCP stream","TCP Segment Len","Calculated window size","Info"
"530","1.813954","192.168.10.184","192.168.10.196","TCP","1514","137240","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=697918 Ack=1 Win=262144 Len=1460"
"531","1.813955","192.168.10.184","192.168.10.196","TCP","1514","138700","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=699378 Ack=1 Win=262144 Len=1460"
"532","1.813956","192.168.10.184","192.168.10.196","TCP","1514","140160","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=700838 Ack=1 Win=262144 Len=1460"
"533","1.813957","192.168.10.184","192.168.10.196","TCP","1514","141620","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=702298 Ack=1 Win=262144 Len=1460"
"534","1.814623","192.168.10.196","192.168.10.184","TCP","54","","0.000666000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=575278 Win=212992 Len=0"
"535","1.814763","192.168.10.184","192.168.10.196","TCP","1514","129940","0.000140000","1460","262144","52343  >  5201 [ACK] Seq=703758 Ack=1 Win=262144 Len=1460"
"536","1.814764","192.168.10.184","192.168.10.196","TCP","1514","131400","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=705218 Ack=1 Win=262144 Len=1460"
"537","1.814766","192.168.10.184","192.168.10.196","TCP","1514","132860","0.000002000","1460","262144","52343  >  5201 [ACK] Seq=706678 Ack=1 Win=262144 Len=1460"
"538","1.814766","192.168.10.184","192.168.10.196","TCP","1514","134320","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=708138 Ack=1 Win=262144 Len=1460"
"539","1.814767","192.168.10.184","192.168.10.196","TCP","1514","135780","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=709598 Ack=1 Win=262144 Len=1460"
"540","1.814768","192.168.10.184","192.168.10.196","TCP","1514","137240","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=711058 Ack=1 Win=262144 Len=1460"
"541","1.814769","192.168.10.184","192.168.10.196","TCP","1514","138700","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=712518 Ack=1 Win=262144 Len=1460"
"542","1.814770","192.168.10.184","192.168.10.196","TCP","1514","140160","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=713978 Ack=1 Win=262144 Len=1460"
"543","1.814771","192.168.10.184","192.168.10.196","TCP","1514","141620","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=715438 Ack=1 Win=262144 Len=1460"
"544","1.814771","192.168.10.184","192.168.10.196","TCP","1514","143080","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=716898 Ack=1 Win=262144 Len=1460"
"545","1.814773","192.168.10.184","192.168.10.196","TCP","1514","144540","0.000002000","1460","262144","52343  >  5201 [ACK] Seq=718358 Ack=1 Win=262144 Len=1460"
"546","1.816245","192.168.10.196","192.168.10.184","TCP","54","","0.001472000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=620538 Win=212992 Len=0"
"547","1.816458","192.168.10.184","192.168.10.196","TCP","1514","100740","0.000213000","1460","262144","52343  >  5201 [ACK] Seq=719818 Ack=1 Win=262144 Len=1460"
"548","1.816459","192.168.10.184","192.168.10.196","TCP","1514","102200","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=721278 Ack=1 Win=262144 Len=1460"
"549","1.816461","192.168.10.184","192.168.10.196","TCP","1514","103660","0.000002000","1460","262144","52343  >  5201 [ACK] Seq=722738 Ack=1 Win=262144 Len=1460"
"550","1.816461","192.168.10.184","192.168.10.196","TCP","1514","105120","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=724198 Ack=1 Win=262144 Len=1460"
"551","1.816462","192.168.10.184","192.168.10.196","TCP","1514","106580","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=725658 Ack=1 Win=262144 Len=1460"
"552","1.816463","192.168.10.184","192.168.10.196","TCP","1514","108040","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=727118 Ack=1 Win=262144 Len=1460"
"553","1.816464","192.168.10.184","192.168.10.196","TCP","1514","109500","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=728578 Ack=1 Win=262144 Len=1460"
"554","1.816465","192.168.10.184","192.168.10.196","TCP","1514","110960","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=730038 Ack=1 Win=262144 Len=1460"
"555","1.816466","192.168.10.184","192.168.10.196","TCP","1514","112420","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=731498 Ack=1 Win=262144 Len=1460"
"556","1.816467","192.168.10.184","192.168.10.196","TCP","1514","113880","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=732958 Ack=1 Win=262144 Len=1460"
"557","1.816468","192.168.10.184","192.168.10.196","TCP","1514","115340","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=734418 Ack=1 Win=262144 Len=1460"
"558","1.816469","192.168.10.184","192.168.10.196","TCP","1514","116800","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=735878 Ack=1 Win=262144 Len=1460"
"559","1.816469","192.168.10.184","192.168.10.196","TCP","1514","118260","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=737338 Ack=1 Win=262144 Len=1460"
"560","1.816471","192.168.10.184","192.168.10.196","TCP","1514","119720","0.000002000","1460","262144","52343  >  5201 [ACK] Seq=738798 Ack=1 Win=262144 Len=1460"
"561","1.816471","192.168.10.184","192.168.10.196","TCP","1514","121180","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=740258 Ack=1 Win=262144 Len=1460"
"562","1.816472","192.168.10.184","192.168.10.196","TCP","1514","122640","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=741718 Ack=1 Win=262144 Len=1460"
"563","1.816474","192.168.10.184","192.168.10.196","TCP","1514","124100","0.000002000","1460","262144","52343  >  5201 [ACK] Seq=743178 Ack=1 Win=262144 Len=1460"
"564","1.816474","192.168.10.184","192.168.10.196","TCP","1514","125560","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=744638 Ack=1 Win=262144 Len=1460"
"565","1.816476","192.168.10.184","192.168.10.196","TCP","1514","127020","0.000002000","1460","262144","52343  >  5201 [ACK] Seq=746098 Ack=1 Win=262144 Len=1460"
"566","1.816476","192.168.10.184","192.168.10.196","TCP","1514","128480","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=747558 Ack=1 Win=262144 Len=1460"
"567","1.816477","192.168.10.184","192.168.10.196","TCP","1514","129940","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=749018 Ack=1 Win=262144 Len=1460"
"568","1.816478","192.168.10.184","192.168.10.196","TCP","1514","131400","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=750478 Ack=1 Win=262144 Len=1460"
"569","1.816479","192.168.10.184","192.168.10.196","TCP","1514","132860","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=751938 Ack=1 Win=262144 Len=1460"
"570","1.816480","192.168.10.184","192.168.10.196","TCP","1514","134320","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=753398 Ack=1 Win=262144 Len=1460"
"571","1.816481","192.168.10.184","192.168.10.196","TCP","1514","135780","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=754858 Ack=1 Win=262144 Len=1460"
"572","1.816482","192.168.10.184","192.168.10.196","TCP","1514","137240","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=756318 Ack=1 Win=262144 Len=1460"
"573","1.816483","192.168.10.184","192.168.10.196","TCP","1514","138700","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=757778 Ack=1 Win=262144 Len=1460"
"574","1.816484","192.168.10.184","192.168.10.196","TCP","1514","140160","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=759238 Ack=1 Win=262144 Len=1460"
"575","1.816485","192.168.10.184","192.168.10.196","TCP","1514","141620","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=760698 Ack=1 Win=262144 Len=1460"
"576","1.816486","192.168.10.184","192.168.10.196","TCP","1514","143080","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=762158 Ack=1 Win=262144 Len=1460"
"577","1.816487","192.168.10.184","192.168.10.196","TCP","1514","144540","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=763618 Ack=1 Win=262144 Len=1460"
"578","1.816488","192.168.10.184","192.168.10.196","TCP","1514","146000","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=765078 Ack=1 Win=262144 Len=1460"
"579","1.816489","192.168.10.184","192.168.10.196","TCP","1514","147460","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=766538 Ack=1 Win=262144 Len=1460"
"580","1.821983","192.168.10.196","192.168.10.184","TCP","54","","0.005494000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=626378 Win=212992 Len=0"
"581","1.822107","192.168.10.184","192.168.10.196","TCP","1514","143080","0.000124000","1460","262144","52343  >  5201 [ACK] Seq=767998 Ack=1 Win=262144 Len=1460"
"582","1.822108","192.168.10.184","192.168.10.196","TCP","1514","144540","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=769458 Ack=1 Win=262144 Len=1460"
"583","1.822109","192.168.10.184","192.168.10.196","TCP","1514","146000","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=770918 Ack=1 Win=262144 Len=1460"
"584","1.822109","192.168.10.184","192.168.10.196","TCP","1514","147460","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=772378 Ack=1 Win=262144 Len=1460"
"585","1.822111","192.168.10.184","192.168.10.196","TCP","1514","148920","0.000002000","1460","262144","52343  >  5201 [ACK] Seq=773838 Ack=1 Win=262144 Len=1460"
"586","1.822111","192.168.10.184","192.168.10.196","TCP","1514","150380","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=775298 Ack=1 Win=262144 Len=1460"
"587","1.928386","192.168.10.196","192.168.10.184","TCP","54","","0.106275000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=651198 Win=212992 Len=0"
"588","1.928470","192.168.10.184","192.168.10.196","TCP","1514","127020","0.000084000","1460","262144","52343  >  5201 [ACK] Seq=776758 Ack=1 Win=262144 Len=1460"
"589","1.928471","192.168.10.184","192.168.10.196","TCP","1514","128480","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=778218 Ack=1 Win=262144 Len=1460"
"590","1.928471","192.168.10.184","192.168.10.196","TCP","1514","129940","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=779678 Ack=1 Win=262144 Len=1460"
"591","1.928472","192.168.10.184","192.168.10.196","TCP","1514","131400","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=781138 Ack=1 Win=262144 Len=1460"
"592","1.928472","192.168.10.184","192.168.10.196","TCP","1514","132860","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=782598 Ack=1 Win=262144 Len=1460"
"593","1.928472","192.168.10.184","192.168.10.196","TCP","1514","134320","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=784058 Ack=1 Win=262144 Len=1460"
"594","1.928473","192.168.10.184","192.168.10.196","TCP","1514","135780","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=785518 Ack=1 Win=262144 Len=1460"
"595","1.928473","192.168.10.184","192.168.10.196","TCP","1514","137240","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=786978 Ack=1 Win=262144 Len=1460"
"596","1.928474","192.168.10.184","192.168.10.196","TCP","1514","138700","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=788438 Ack=1 Win=262144 Len=1460"
"597","1.928474","192.168.10.184","192.168.10.196","TCP","1514","140160","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=789898 Ack=1 Win=262144 Len=1460"
"598","1.928474","192.168.10.184","192.168.10.196","TCP","1514","141620","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=791358 Ack=1 Win=262144 Len=1460"
"599","1.928474","192.168.10.184","192.168.10.196","TCP","1514","143080","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=792818 Ack=1 Win=262144 Len=1460"
"600","1.928475","192.168.10.184","192.168.10.196","TCP","1514","144540","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=794278 Ack=1 Win=262144 Len=1460"
"601","1.928475","192.168.10.184","192.168.10.196","TCP","1514","146000","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=795738 Ack=1 Win=262144 Len=1460"
"602","1.928475","192.168.10.184","192.168.10.196","TCP","1514","147460","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=797198 Ack=1 Win=262144 Len=1460"
"603","1.928476","192.168.10.184","192.168.10.196","TCP","1514","148920","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=798658 Ack=1 Win=262144 Len=1460"
"604","1.928476","192.168.10.184","192.168.10.196","TCP","1514","150380","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=800118 Ack=1 Win=262144 Len=1460"
"605","1.928477","192.168.10.184","192.168.10.196","TCP","1514","151840","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=801578 Ack=1 Win=262144 Len=1460"
"606","1.928477","192.168.10.184","192.168.10.196","TCP","1514","153300","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=803038 Ack=1 Win=262144 Len=1460"
"607","1.929156","192.168.10.196","192.168.10.184","TCP","54","","0.000679000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=665798 Win=212992 Len=0"
"608","1.929210","192.168.10.184","192.168.10.196","TCP","1514","140160","0.000054000","1460","262144","52343  >  5201 [ACK] Seq=804498 Ack=1 Win=262144 Len=1460"
"609","1.929210","192.168.10.184","192.168.10.196","TCP","1514","141620","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=805958 Ack=1 Win=262144 Len=1460"
"610","1.929211","192.168.10.184","192.168.10.196","TCP","1514","143080","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=807418 Ack=1 Win=262144 Len=1460"
"611","1.929211","192.168.10.184","192.168.10.196","TCP","1514","144540","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=808878 Ack=1 Win=262144 Len=1460"
"612","1.929211","192.168.10.184","192.168.10.196","TCP","1514","146000","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=810338 Ack=1 Win=262144 Len=1460"
"613","1.929212","192.168.10.184","192.168.10.196","TCP","1514","147460","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=811798 Ack=1 Win=262144 Len=1460"
"614","1.929212","192.168.10.184","192.168.10.196","TCP","1514","148920","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=813258 Ack=1 Win=262144 Len=1460"
"615","1.929213","192.168.10.184","192.168.10.196","TCP","1514","150380","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=814718 Ack=1 Win=262144 Len=1460"
"616","1.929213","192.168.10.184","192.168.10.196","TCP","1514","151840","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=816178 Ack=1 Win=262144 Len=1460"
"617","1.929214","192.168.10.184","192.168.10.196","TCP","1514","153300","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=817638 Ack=1 Win=262144 Len=1460"
"618","1.929214","192.168.10.184","192.168.10.196","TCP","1514","154760","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=819098 Ack=1 Win=262144 Len=1460"
"619","1.929214","192.168.10.184","192.168.10.196","TCP","1514","156220","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=820558 Ack=1 Win=262144 Len=1460"
"620","1.932677","192.168.10.196","192.168.10.184","TCP","54","","0.003463000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=694998 Win=212992 Len=0"
"621","1.932741","192.168.10.184","192.168.10.196","TCP","1514","128480","0.000064000","1460","262144","52343  >  5201 [ACK] Seq=822018 Ack=1 Win=262144 Len=1460"
"622","1.932742","192.168.10.184","192.168.10.196","TCP","1514","129940","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=823478 Ack=1 Win=262144 Len=1460"
"623","1.932742","192.168.10.184","192.168.10.196","TCP","1514","131400","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=824938 Ack=1 Win=262144 Len=1460"
"624","1.932742","192.168.10.184","192.168.10.196","TCP","1514","132860","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=826398 Ack=1 Win=262144 Len=1460"
"625","1.932743","192.168.10.184","192.168.10.196","TCP","1514","134320","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=827858 Ack=1 Win=262144 Len=1460"
"626","1.932743","192.168.10.184","192.168.10.196","TCP","1514","135780","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=829318 Ack=1 Win=262144 Len=1460"
"627","1.932743","192.168.10.184","192.168.10.196","TCP","1514","137240","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=830778 Ack=1 Win=262144 Len=1460"
"628","1.932744","192.168.10.184","192.168.10.196","TCP","1514","138700","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=832238 Ack=1 Win=262144 Len=1460"
"629","1.932744","192.168.10.184","192.168.10.196","TCP","1514","140160","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=833698 Ack=1 Win=262144 Len=1460"
"630","1.932744","192.168.10.184","192.168.10.196","TCP","1514","141620","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=835158 Ack=1 Win=262144 Len=1460"
"631","1.932745","192.168.10.184","192.168.10.196","TCP","1514","143080","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=836618 Ack=1 Win=262144 Len=1460"
"632","1.932745","192.168.10.184","192.168.10.196","TCP","1514","144540","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=838078 Ack=1 Win=262144 Len=1460"
"633","1.932745","192.168.10.184","192.168.10.196","TCP","1514","146000","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=839538 Ack=1 Win=262144 Len=1460"
"634","1.932746","192.168.10.184","192.168.10.196","TCP","1514","147460","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=840998 Ack=1 Win=262144 Len=1460"
"635","1.932746","192.168.10.184","192.168.10.196","TCP","1514","148920","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=842458 Ack=1 Win=262144 Len=1460"
"636","1.932746","192.168.10.184","192.168.10.196","TCP","1514","150380","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=843918 Ack=1 Win=262144 Len=1460"
"637","1.932747","192.168.10.184","192.168.10.196","TCP","1514","151840","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=845378 Ack=1 Win=262144 Len=1460"
"638","1.932747","192.168.10.184","192.168.10.196","TCP","1514","153300","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=846838 Ack=1 Win=262144 Len=1460"
"639","1.932748","192.168.10.184","192.168.10.196","TCP","1514","154760","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=848298 Ack=1 Win=262144 Len=1460"
"640","1.932748","192.168.10.184","192.168.10.196","TCP","1514","156220","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=849758 Ack=1 Win=262144 Len=1460"
"641","1.932748","192.168.10.184","192.168.10.196","TCP","1514","157680","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=851218 Ack=1 Win=262144 Len=1460"
"642","1.932749","192.168.10.184","192.168.10.196","TCP","1514","159140","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=852678 Ack=1 Win=262144 Len=1460"
"643","1.933849","192.168.10.196","192.168.10.184","TCP","54","","0.001100000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=719818 Win=212992 Len=0"
"644","1.933906","192.168.10.184","192.168.10.196","TCP","1514","135780","0.000057000","1460","262144","52343  >  5201 [ACK] Seq=854138 Ack=1 Win=262144 Len=1460"
"645","1.933906","192.168.10.184","192.168.10.196","TCP","1514","137240","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=855598 Ack=1 Win=262144 Len=1460"
"646","1.933907","192.168.10.184","192.168.10.196","TCP","1514","138700","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=857058 Ack=1 Win=262144 Len=1460"
"647","1.933907","192.168.10.184","192.168.10.196","TCP","1514","140160","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=858518 Ack=1 Win=262144 Len=1460"
"648","1.933907","192.168.10.184","192.168.10.196","TCP","1514","141620","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=859978 Ack=1 Win=262144 Len=1460"
"649","1.933908","192.168.10.184","192.168.10.196","TCP","1514","143080","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=861438 Ack=1 Win=262144 Len=1460"
"650","1.933908","192.168.10.184","192.168.10.196","TCP","1514","144540","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=862898 Ack=1 Win=262144 Len=1460"
"651","1.933908","192.168.10.184","192.168.10.196","TCP","1514","146000","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=864358 Ack=1 Win=262144 Len=1460"
"652","1.933909","192.168.10.184","192.168.10.196","TCP","1514","147460","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=865818 Ack=1 Win=262144 Len=1460"
"653","1.933909","192.168.10.184","192.168.10.196","TCP","1514","148920","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=867278 Ack=1 Win=262144 Len=1460"
"654","1.933909","192.168.10.184","192.168.10.196","TCP","1514","150380","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=868738 Ack=1 Win=262144 Len=1460"
"655","1.933910","192.168.10.184","192.168.10.196","TCP","1514","151840","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=870198 Ack=1 Win=262144 Len=1460"
"656","1.933910","192.168.10.184","192.168.10.196","TCP","1514","153300","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=871658 Ack=1 Win=262144 Len=1460"
"657","1.933910","192.168.10.184","192.168.10.196","TCP","1514","154760","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=873118 Ack=1 Win=262144 Len=1460"
"658","1.933911","192.168.10.184","192.168.10.196","TCP","1514","156220","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=874578 Ack=1 Win=262144 Len=1460"
"659","1.933911","192.168.10.184","192.168.10.196","TCP","1514","157680","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=876038 Ack=1 Win=262144 Len=1460"
"660","1.933911","192.168.10.184","192.168.10.196","TCP","1514","159140","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=877498 Ack=1 Win=262144 Len=1460"
"661","1.933912","192.168.10.184","192.168.10.196","TCP","1514","160600","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=878958 Ack=1 Win=262144 Len=1460"
"662","1.933912","192.168.10.184","192.168.10.196","TCP","1514","162060","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=880418 Ack=1 Win=262144 Len=1460"
"663","1.938822","192.168.10.196","192.168.10.184","TCP","54","","0.004910000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=749018 Win=212992 Len=0"
"664","1.938885","192.168.10.184","192.168.10.196","TCP","1514","134320","0.000063000","1460","262144","52343  >  5201 [ACK] Seq=881878 Ack=1 Win=262144 Len=1460"
"665","1.938885","192.168.10.184","192.168.10.196","TCP","1514","135780","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=883338 Ack=1 Win=262144 Len=1460"
"666","1.938886","192.168.10.184","192.168.10.196","TCP","1514","137240","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=884798 Ack=1 Win=262144 Len=1460"
"667","1.938886","192.168.10.184","192.168.10.196","TCP","1514","138700","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=886258 Ack=1 Win=262144 Len=1460"
"668","1.938887","192.168.10.184","192.168.10.196","TCP","1514","140160","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=887718 Ack=1 Win=262144 Len=1460"
"669","1.938887","192.168.10.184","192.168.10.196","TCP","1514","141620","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=889178 Ack=1 Win=262144 Len=1460"
"670","1.938887","192.168.10.184","192.168.10.196","TCP","1514","143080","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=890638 Ack=1 Win=262144 Len=1460"
"671","1.938888","192.168.10.184","192.168.10.196","TCP","1514","144540","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=892098 Ack=1 Win=262144 Len=1460"
"672","1.938888","192.168.10.184","192.168.10.196","TCP","1514","146000","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=893558 Ack=1 Win=262144 Len=1460"
"673","1.938888","192.168.10.184","192.168.10.196","TCP","1514","147460","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=895018 Ack=1 Win=262144 Len=1460"
"674","1.938889","192.168.10.184","192.168.10.196","TCP","1514","148920","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=896478 Ack=1 Win=262144 Len=1460"
"675","1.938889","192.168.10.184","192.168.10.196","TCP","1514","150380","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=897938 Ack=1 Win=262144 Len=1460"
"676","1.938890","192.168.10.184","192.168.10.196","TCP","1514","151840","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=899398 Ack=1 Win=262144 Len=1460"
"677","1.938890","192.168.10.184","192.168.10.196","TCP","1514","153300","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=900858 Ack=1 Win=262144 Len=1460"
"678","1.938890","192.168.10.184","192.168.10.196","TCP","1514","154760","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=902318 Ack=1 Win=262144 Len=1460"
"679","1.938891","192.168.10.184","192.168.10.196","TCP","1514","156220","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=903778 Ack=1 Win=262144 Len=1460"
"680","1.938891","192.168.10.184","192.168.10.196","TCP","1514","157680","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=905238 Ack=1 Win=262144 Len=1460"
"681","1.938892","192.168.10.184","192.168.10.196","TCP","1514","159140","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=906698 Ack=1 Win=262144 Len=1460"
"682","1.938892","192.168.10.184","192.168.10.196","TCP","1514","160600","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=908158 Ack=1 Win=262144 Len=1460"
"683","1.938892","192.168.10.184","192.168.10.196","TCP","1514","162060","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=909618 Ack=1 Win=262144 Len=1460"
"684","1.938893","192.168.10.184","192.168.10.196","TCP","1514","163520","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=911078 Ack=1 Win=262144 Len=1460"
"685","1.938893","192.168.10.184","192.168.10.196","TCP","1514","164980","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=912538 Ack=1 Win=262144 Len=1460"
"686","1.939565","192.168.10.196","192.168.10.184","TCP","54","","0.000672000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=767998 Win=212992 Len=0"
"687","1.939617","192.168.10.184","192.168.10.196","TCP","1514","147460","0.000052000","1460","262144","52343  >  5201 [ACK] Seq=913998 Ack=1 Win=262144 Len=1460"
"688","1.939617","192.168.10.184","192.168.10.196","TCP","1514","148920","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=915458 Ack=1 Win=262144 Len=1460"
"689","1.939617","192.168.10.184","192.168.10.196","TCP","1514","150380","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=916918 Ack=1 Win=262144 Len=1460"
"690","1.939618","192.168.10.184","192.168.10.196","TCP","1514","151840","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=918378 Ack=1 Win=262144 Len=1460"
"691","1.939618","192.168.10.184","192.168.10.196","TCP","1514","153300","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=919838 Ack=1 Win=262144 Len=1460"
"692","1.939619","192.168.10.184","192.168.10.196","TCP","1514","154760","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=921298 Ack=1 Win=262144 Len=1460"
"693","1.939619","192.168.10.184","192.168.10.196","TCP","1514","156220","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=922758 Ack=1 Win=262144 Len=1460"
