"No.","Time","Source","Destination","Length","Protocol","TCP Delta","Sequence Number","TCP Segment Len","ACK","Calculated window size","Bytes in flight","Info"
"7681","9.287903","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10179722","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"7682","9.288122","192.168.10.196","192.168.10.184","54","TCP","0.000219000","1","0","9975322","212992","","5201  >  52343 [ACK] Seq=1 Ack=9975322 Win=212992 Len=0"
"7683","9.288185","192.168.10.184","192.168.10.196","1514","iPerf3","0.000063000","10181182","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"7684","9.288185","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10182642","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"7685","9.288185","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10184102","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"7686","9.288186","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10185562","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"7687","9.288703","192.168.10.196","192.168.10.184","54","TCP","0.000517000","1","0","9988462","212992","","5201  >  52343 [ACK] Seq=1 Ack=9988462 Win=212992 Len=0"
"7688","9.288818","192.168.10.184","192.168.10.196","1514","iPerf3","0.000115000","10187022","1460","1","262144","200020","52343  >  5201[BoundErrorUnreassembled Packet]"
"7689","9.288819","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10188482","1460","1","262144","201480","52343  >  5201[BoundErrorUnreassembled Packet]"
"7690","9.288819","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10189942","1460","1","262144","202940","52343  >  5201[BoundErrorUnreassembled Packet]"
"7691","9.288819","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10191402","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"7692","9.288819","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10192862","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"7693","9.288820","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10194322","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"7694","9.288837","192.168.10.184","192.168.10.196","1514","iPerf3","0.000017000","10195782","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"7695","9.288837","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10197242","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"7696","9.288838","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10198702","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"7697","9.291291","192.168.10.196","192.168.10.184","54","TCP","0.002453000","1","0","10035182","212992","","5201  >  52343 [ACK] Seq=1 Ack=10035182 Win=212992 Len=0"
"7698","9.291497","192.168.10.184","192.168.10.196","1514","iPerf3","0.000206000","10200162","1460","1","262144","166440","52343  >  5201[BoundErrorUnreassembled Packet]"
"7699","9.291497","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10201622","1460","1","262144","167900","52343  >  5201[BoundErrorUnreassembled Packet]"
"7700","9.291498","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10203082","1460","1","262144","169360","52343  >  5201[BoundErrorUnreassembled Packet]"
"7701","9.291498","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10204542","1460","1","262144","170820","52343  >  5201[BoundErrorUnreassembled Packet]"
"7702","9.291498","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10206002","1460","1","262144","172280","52343  >  5201[BoundErrorUnreassembled Packet]"
"7703","9.291498","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10207462","1460","1","262144","173740","52343  >  5201[BoundErrorUnreassembled Packet]"
"7704","9.291499","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10208922","1460","1","262144","175200","52343  >  5201[BoundErrorUnreassembled Packet]"
"7705","9.291499","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10210382","1460","1","262144","176660","52343  >  5201[BoundErrorUnreassembled Packet]"
"7706","9.291499","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10211842","1460","1","262144","178120","52343  >  5201[BoundErrorUnreassembled Packet]"
"7707","9.291500","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10213302","1460","1","262144","179580","52343  >  5201[BoundErrorUnreassembled Packet]"
"7708","9.291500","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10214762","1460","1","262144","181040","52343  >  5201[BoundErrorUnreassembled Packet]"
"7709","9.291500","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10216222","1460","1","262144","182500","52343  >  5201[BoundErrorUnreassembled Packet]"
"7710","9.291500","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10217682","1460","1","262144","183960","52343  >  5201[BoundErrorUnreassembled Packet]"
"7711","9.291501","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10219142","1460","1","262144","185420","52343  >  5201[BoundErrorUnreassembled Packet]"
"7712","9.291501","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10220602","1460","1","262144","186880","52343  >  5201[BoundErrorUnreassembled Packet]"
"7713","9.291501","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10222062","1460","1","262144","188340","52343  >  5201[BoundErrorUnreassembled Packet]"
"7714","9.291502","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10223522","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"7715","9.291502","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10224982","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"7716","9.291502","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10226442","1460","1","262144","192720","52343  >  5201[BoundErrorUnreassembled Packet]"
"7717","9.291503","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10227902","1460","1","262144","194180","52343  >  5201[BoundErrorUnreassembled Packet]"
"7718","9.291503","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10229362","1460","1","262144","195640","52343  >  5201[BoundErrorUnreassembled Packet]"
"7719","9.291503","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10230822","1460","1","262144","197100","52343  >  5201[BoundErrorUnreassembled Packet]"
"7720","9.291503","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10232282","1460","1","262144","198560","52343  >  5201[BoundErrorUnreassembled Packet]"
"7721","9.291504","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10233742","1460","1","262144","200020","52343  >  5201[BoundErrorUnreassembled Packet]"
"7722","9.291504","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10235202","1460","1","262144","201480","52343  >  5201[BoundErrorUnreassembled Packet]"
"7723","9.291504","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10236662","1460","1","262144","202940","52343  >  5201[BoundErrorUnreassembled Packet]"
"7724","9.291505","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10238122","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"7725","9.291505","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10239582","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"7726","9.291505","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10241042","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"7727","9.291506","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10242502","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"7728","9.291528","192.168.10.184","192.168.10.196","1514","iPerf3","0.000022000","10243962","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"7729","9.291528","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10245422","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"7730","9.292309","192.168.10.196","192.168.10.184","54","TCP","0.000781000","1","0","10041022","212992","","5201  >  52343 [ACK] Seq=1 Ack=10041022 Win=212992 Len=0"
"7731","9.292401","192.168.10.184","192.168.10.196","1514","iPerf3","0.000092000","10246882","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"7732","9.292401","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10248342","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"7733","9.292401","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10249802","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"7734","9.292402","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10251262","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"7735","9.292821","192.168.10.196","192.168.10.184","54","TCP","0.000419000","1","0","10064382","212992","","5201  >  52343 [ACK] Seq=1 Ack=10064382 Win=212992 Len=0"
"7736","9.292933","192.168.10.184","192.168.10.196","1514","iPerf3","0.000112000","10252722","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"7737","9.292933","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10254182","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"7738","9.292934","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10255642","1460","1","262144","192720","52343  >  5201[BoundErrorUnreassembled Packet]"
"7739","9.292934","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10257102","1460","1","262144","194180","52343  >  5201[BoundErrorUnreassembled Packet]"
"7740","9.292934","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10258562","1460","1","262144","195640","52343  >  5201[BoundErrorUnreassembled Packet]"
"7741","9.292935","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10260022","1460","1","262144","197100","52343  >  5201[BoundErrorUnreassembled Packet]"
"7742","9.292935","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10261482","1460","1","262144","198560","52343  >  5201[BoundErrorUnreassembled Packet]"
"7743","9.292935","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10262942","1460","1","262144","200020","52343  >  5201[BoundErrorUnreassembled Packet]"
"7744","9.292935","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10264402","1460","1","262144","201480","52343  >  5201[BoundErrorUnreassembled Packet]"
"7745","9.292935","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10265862","1460","1","262144","202940","52343  >  5201[BoundErrorUnreassembled Packet]"
"7746","9.292936","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10267322","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"7747","9.292936","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10268782","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"7748","9.292936","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10270242","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"7749","9.292936","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10271702","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"7750","9.292937","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10273162","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"7751","9.292937","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10274622","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"7752","9.295779","192.168.10.196","192.168.10.184","54","TCP","0.002842000","1","0","10074602","212992","","5201  >  52343 [ACK] Seq=1 Ack=10074602 Win=212992 Len=0"
"7753","9.295812","192.168.10.184","192.168.10.196","1514","iPerf3","0.000033000","10276082","1460","1","262144","202940","52343  >  5201[BoundErrorUnreassembled Packet]"
"7754","9.295813","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10277542","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"7755","9.295813","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10279002","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"7756","9.295813","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10280462","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"7757","9.295814","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10281922","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"7758","9.295814","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10283382","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"7759","9.295828","192.168.10.184","192.168.10.196","1514","iPerf3","0.000014000","10284842","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"7760","9.296087","192.168.10.196","192.168.10.184","54","TCP","0.000259000","1","0","10081902","212992","","5201  >  52343 [ACK] Seq=1 Ack=10081902 Win=212992 Len=0"
"7761","9.296126","192.168.10.184","192.168.10.196","1514","iPerf3","0.000039000","10286302","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"7762","9.296127","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10287762","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"7763","9.296127","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10289222","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"7764","9.296127","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10290682","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"7765","9.296127","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10292142","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"7766","9.297143","192.168.10.196","192.168.10.184","54","TCP","0.001016000","1","0","10111102","212992","","5201  >  52343 [ACK] Seq=1 Ack=10111102 Win=212992 Len=0"
"7767","9.297204","192.168.10.184","192.168.10.196","1514","iPerf3","0.000061000","10293602","1460","1","262144","183960","52343  >  5201[BoundErrorUnreassembled Packet]"
"7768","9.297205","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10295062","1460","1","262144","185420","52343  >  5201[BoundErrorUnreassembled Packet]"
"7769","9.297205","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10296522","1460","1","262144","186880","52343  >  5201[BoundErrorUnreassembled Packet]"
"7770","9.297205","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10297982","1460","1","262144","188340","52343  >  5201[BoundErrorUnreassembled Packet]"
"7771","9.297205","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10299442","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"7772","9.297206","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10300902","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"7773","9.297206","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10302362","1460","1","262144","192720","52343  >  5201[BoundErrorUnreassembled Packet]"
"7774","9.297206","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10303822","1460","1","262144","194180","52343  >  5201[BoundErrorUnreassembled Packet]"
"7775","9.297206","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10305282","1460","1","262144","195640","52343  >  5201[BoundErrorUnreassembled Packet]"
"7776","9.297207","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10306742","1460","1","262144","197100","52343  >  5201[BoundErrorUnreassembled Packet]"
"7777","9.297232","192.168.10.184","192.168.10.196","1514","iPerf3","0.000025000","10308202","1460","1","262144","198560","52343  >  5201[BoundErrorUnreassembled Packet]"
"7778","9.297232","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10309662","1460","1","262144","200020","52343  >  5201[BoundErrorUnreassembled Packet]"
"7779","9.297233","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10311122","1460","1","262144","201480","52343  >  5201[BoundErrorUnreassembled Packet]"
"7780","9.297233","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10312582","1460","1","262144","202940","52343  >  5201[BoundErrorUnreassembled Packet]"
"7781","9.297233","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10314042","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"7782","9.297233","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10315502","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"7783","9.297233","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10316962","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"7784","9.297234","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10318422","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"7785","9.297234","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10319882","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"7786","9.297234","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10321342","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"7787","9.297869","192.168.10.196","192.168.10.184","54","TCP","0.000635000","1","0","10134462","212992","","5201  >  52343 [ACK] Seq=1 Ack=10134462 Win=212992 Len=0"
"7788","9.297909","192.168.10.184","192.168.10.196","1514","iPerf3","0.000040000","10322802","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"7789","9.297909","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10324262","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"7790","9.297909","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10325722","1460","1","262144","192720","52343  >  5201[BoundErrorUnreassembled Packet]"
"7791","9.297910","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10327182","1460","1","262144","194180","52343  >  5201[BoundErrorUnreassembled Packet]"
"7792","9.297910","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10328642","1460","1","262144","195640","52343  >  5201[BoundErrorUnreassembled Packet]"
"7793","9.297910","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10330102","1460","1","262144","197100","52343  >  5201[BoundErrorUnreassembled Packet]"
"7794","9.297910","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10331562","1460","1","262144","198560","52343  >  5201[BoundErrorUnreassembled Packet]"
"7795","9.297931","192.168.10.184","192.168.10.196","1514","iPerf3","0.000021000","10333022","1460","1","262144","200020","52343  >  5201[BoundErrorUnreassembled Packet]"
"7796","9.297932","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10334482","1460","1","262144","201480","52343  >  5201[BoundErrorUnreassembled Packet]"
"7797","9.297932","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10335942","1460","1","262144","202940","52343  >  5201[BoundErrorUnreassembled Packet]"
"7798","9.297932","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10337402","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"7799","9.297932","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10338862","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"7800","9.297933","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10340322","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"7801","9.297933","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10341782","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"7802","9.297933","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10343242","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"7803","9.297933","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10344702","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"7804","9.300047","192.168.10.196","192.168.10.184","54","TCP","0.002114000","1","0","10135922","212992","","5201  >  52343 [ACK] Seq=1 Ack=10135922 Win=212992 Len=0"
"7805","9.300065","192.168.10.184","192.168.10.196","1514","iPerf3","0.000018000","10346162","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"7806","9.326015","192.168.10.196","192.168.10.184","54","TCP","0.025950000","1","0","10157822","212992","","5201  >  52343 [ACK] Seq=1 Ack=10157822 Win=212992 Len=0"
"7807","9.326110","192.168.10.184","192.168.10.196","1514","iPerf3","0.000095000","10347622","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"7808","9.326110","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10349082","1460","1","262144","192720","52343  >  5201[BoundErrorUnreassembled Packet]"
"7809","9.326111","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10350542","1460","1","262144","194180","52343  >  5201[BoundErrorUnreassembled Packet]"
"7810","9.326111","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10352002","1460","1","262144","195640","52343  >  5201[BoundErrorUnreassembled Packet]"
"7811","9.326111","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10353462","1460","1","262144","197100","52343  >  5201[BoundErrorUnreassembled Packet]"
"7812","9.326112","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10354922","1460","1","262144","198560","52343  >  5201[BoundErrorUnreassembled Packet]"
"7813","9.326112","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10356382","1460","1","262144","200020","52343  >  5201[BoundErrorUnreassembled Packet]"
"7814","9.326112","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10357842","1460","1","262144","201480","52343  >  5201[BoundErrorUnreassembled Packet]"
"7815","9.326112","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10359302","1460","1","262144","202940","52343  >  5201[BoundErrorUnreassembled Packet]"
"7816","9.326112","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10360762","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"7817","9.326113","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10362222","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"7818","9.326113","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10363682","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"7819","9.326113","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10365142","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"7820","9.326113","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10366602","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"7821","9.326114","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10368062","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"7822","9.407367","192.168.10.196","192.168.10.184","54","TCP","0.081253000","1","0","10166582","212992","","5201  >  52343 [ACK] Seq=1 Ack=10166582 Win=212992 Len=0"
"7823","9.407493","192.168.10.184","192.168.10.196","1514","iPerf3","0.000126000","10369522","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"7824","9.407494","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10370982","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"7825","9.407495","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10372442","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"7826","9.407495","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10373902","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"7827","9.407496","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10375362","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"7828","9.407497","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10376822","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"7829","9.408290","192.168.10.196","192.168.10.184","54","TCP","0.000793000","1","0","10179722","212992","","5201  >  52343 [ACK] Seq=1 Ack=10179722 Win=212992 Len=0"
"7830","9.408432","192.168.10.184","192.168.10.196","1514","iPerf3","0.000142000","10378282","1460","1","262144","200020","52343  >  5201[BoundErrorUnreassembled Packet]"
"7831","9.408433","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10379742","1460","1","262144","201480","52343  >  5201[BoundErrorUnreassembled Packet]"
"7832","9.408434","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10381202","1460","1","262144","202940","52343  >  5201[BoundErrorUnreassembled Packet]"
"7833","9.408434","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10382662","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"7834","9.408435","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10384122","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"7835","9.408436","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10385582","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"7836","9.408436","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10387042","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"7837","9.408437","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10388502","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"7838","9.408438","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10389962","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"7839","9.409394","192.168.10.196","192.168.10.184","54","TCP","0.000956000","1","0","10200162","212992","","5201  >  52343 [ACK] Seq=1 Ack=10200162 Win=212992 Len=0"
"7840","9.409551","192.168.10.184","192.168.10.196","1514","iPerf3","0.000157000","10391422","1460","1","262144","192720","52343  >  5201[BoundErrorUnreassembled Packet]"
"7841","9.409552","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10392882","1460","1","262144","194180","52343  >  5201[BoundErrorUnreassembled Packet]"
"7842","9.409553","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10394342","1460","1","262144","195640","52343  >  5201[BoundErrorUnreassembled Packet]"
"7843","9.409554","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10395802","1460","1","262144","197100","52343  >  5201[BoundErrorUnreassembled Packet]"
"7844","9.409554","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10397262","1460","1","262144","198560","52343  >  5201[BoundErrorUnreassembled Packet]"
"7845","9.409555","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10398722","1460","1","262144","200020","52343  >  5201[BoundErrorUnreassembled Packet]"
"7846","9.409556","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10400182","1460","1","262144","201480","52343  >  5201[BoundErrorUnreassembled Packet]"
"7847","9.409556","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10401642","1460","1","262144","202940","52343  >  5201[BoundErrorUnreassembled Packet]"
"7848","9.409557","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10403102","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"7849","9.409558","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","10404562","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"7850","9.409558","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","10406022","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
